Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
24,59599.7661,56996.2516,55380.76129,61968.02363,42341.76741,46056.11453,44129.7771,48772.07054,41729.20549,43001.1139,69354.24304,64681.95763,80584.84419,50069.19412,55318.57775,71216.53191,65807.97429,86341.49296,53814.38534,61547.59312,55255.39949,59842.05554,52805.36802,87381.22384,73185.0109,44203.48634,35962.80833,39589.2075,43020.62799,47039.65444,46029.44887,48787.90246,45786.10161,47664.77624,42316.62109,104134.2547,64223.04341,104914.6391,89774.75496,103536.5565,104696.9946,103547.9353,74567.05056,85238.18421,89070.90622,97592.24768,55340.66361,58379.12338,64002.44529,47124.2058,58100.24537,48922.33258,55982.71421,50217.49412,50490.27205,45398.97721,53207.83252,41163.53882,80009.18265,58450.48647,56957.66956,60579.93685,67525.63617,77745.42368,60324.43855,39755.88067,76289.4689,71617.11761,68687.7467,55872.94454,91973.37127,50766.50395,63781.16979,79090.89332,61061.41848,52044.22441,56107.4509,64354.45102,45729.87055,50863.44182,39256.10889,46702.34888
25,65065.38061,56297.57744,52042.68022,62468.65985,48383.14882,46056.11055,45169.1868,53317.0231,41158.24915,38170.87647,69168.69058,65067.47982,84520.50402,49719.10343,58461.86299,65051.63261,65452.99366,88108.46197,51984.88373,57140.69374,55908.90405,59842.05918,52387.47806,88109.95841,76700.90896,42597.55472,38824.36921,41406.12045,43605.81643,46021.54813,48811.37653,49419.92722,44695.95532,48744.50582,43713.97225,104702.9902,66735.05151,105641.8653,92896.71556,98685.85598,104724.0476,104298.0485,75343.46071,84964.4346,89450.30894,101619.0171,56006.00009,54392.9298,64695.69172,46464.50775,57640.57269,48922.33002,61546.70361,50846.29576,49804.82513,46960.73059,58277.43688,47220.95304,86339.51283,57163.4688,54062.31013,64916.8814,71019.00686,74400.44651,59585.08664,38302.35284,82013.943,69384.9238,69435.9114,58861.54665,87976.16873,46568.01869,62724.54086,77746.13727,59957.99648,50646.87635,50792.60556,65594.0396,45287.75547,50411.15487,38350.33454,44256.9919
26,68346.50751,52302.75277,51328.98174,62682.59224,41817.76832,44291.03496,44441.9643,59255.74497,42589.03217,39633.5652,68656.32412,65067.4772,83103.74435,51241.34516,62095.6857,60697.3498,62909.32252,85633.04164,54443.76839,54004.83256,55952.47713,57062.38368,51649.26395,90152.34671,79250.88107,43844.6496,35923.27226,41382.73371,43614.97606,43712.91893,48906.1176,49248.42138,47990.90648,53095.92804,45677.47063,104808.1944,76452.99297,113446.547,94182.29965,95778.80433,106519.947,108500.603,74295.44851,84324.65101,91734.27745,100363.0148,56290.3737,53246.12818,65059.07138,46446.11028,60562.31754,46542.16679,53438.16006,51562.75749,50532.04039,44716.87157,57136.55502,48374.66103,80862.91939,60447.64162,58413.04316,64697.52158,70128.21839,76286.20964,59940.06413,39837.28494,82798.18307,66853.84737,72628.29547,62858.75065,89773.61926,48010.14579,60977.85689,77811.00181,60684.75519,54555.13357,47452.31678,69569.09621,44829.62874,51877.04754,38012.84442,44715.11525
27,68739.9716,49695.5987,52641.07123,62110.96691,44655.93141,44124.84837,51207.08075,53520.64989,42098.46358,39402.83154,68870.57328,64726.23894,81046.13728,55350.14491,64813.47739,59854.65118,62407.86783,87324.2199,54849.45326,45448.71399,53450.77259,56681.3822,53078.24998,89079.26122,80705.32409,43460.19917,34687.72983,41212.19184,44102.87057,41088.01647,49621.50394,50701.94649,50434.74631,52679.93846,46277.73258,108392.9821,70372.19053,115240.5595,96746.35574,99245.12572,104724.7856,112829.7401,76083.91834,85448.25214,92970.29879,102592.3315,54369.02107,53100.68522,64202.63758,46968.43129,57782.64371,45087.7207,53026.98679,49672.06278,51327.0618,48035.57318,58945.44612,48175.60394,83009.76049,60749.07014,56768.33399,65838.24951,69031.77822,83440.09709,61337.41543,37691.11736,79848.06547,68671.90188,78096.18947,63903.19317,86885.01965,44364.87997,63523.12865,77811.00621,63261.9491,57815.03898,50511.08653,70295.85902,46522.02647,53317.96229,37705.64148,44716.79963
28,63270.78418,51966.29162,57001.65841,61710.99699,44065.27288,42306.79795,51937.73892,47155.48135,42660.26109,41220.88534,70161.98483,64923.45524,79227.60321,59686.21318,63695.59363,59854.64747,62407.87102,82084.16832,61718.97654,44051.3685,53154.96281,54864.46973,51973.89613,88442.13209,78887.27647,43132.9496,33815.79373,41584.50318,44112.02805,41815.23603,48270.35611,51117.93115,51591.5434,53428.56522,44111.83708,113730.6769,78398.25561,114490.4421,96531.45028,103972.0616,103585.6137,113193.3513,76018.70313,83648.51542,95415.65403,102712.7046,58711.39979,54233.96102,64943.36929,46287.13022,54921.29585,41572.66177,51305.6995,46178.70137,53867.15961,48846.43997,48620.77085,43842.81315,74932.74941,61425.25845,55397.75108,62202.14531,69467.71721,79532.31761,63539.84464,38917.14881,75940.49473,69086.04124,79136.49688,59866.58092,92091.61456,47637.37497,62762.85069,77009.59666,62489.47432,57815.04242,61355.56322,66197.4343,48438.78531,54609.40134,37506.5903,46812.81554
29,62898.54297,51952.76378,57001.65852,61100.1718,45683.1259,43532.83868,51003.1734,48203.49248,40404.59825,44482.16483,71252.82239,64923.45792,81642.89944,59268.32959,63509.43226,61308.17722,64238.51466,82463.56547,59972.29014,49955.16682,52416.28985,54864.47316,52416.29747,86683.72678,81067.56515,43467.26126,37270.0955,41607.89076,45485.00252,44251.43521,46857.97938,51299.73874,53020.55384,53132.82354,43693.3858,115128.0234,70908.76973,110262.7031,98319.92358,107605.8801,102132.0343,110421.5765,78427.2881,85411.89667,92163.31058,106348.8061,59406.49751,55313.12173,64957.10218,45984.06908,55622.13714,42808.20748,50329.69572,46984.48338,54219.32466,51828.04641,46065.88454,42025.91009,70036.20165,60568.82917,49956.18689,59362.73155,67139.24795,81349.22423,65044.88284,38666.76683,76633.80497,73191.68796,80955.03326,60246.41302,85141.24992,44120.61967,61801.22944,73324.64642,61049.22994,54622.17161,67771.34538,62222.38215,48199.9217,53222.21476,37307.53998,47904.2976
30,60716.60293,53435.00086,54556.30255,61073.78255,48130.72233,44477.6323,42549.22504,42673.74985,40895.16766,41710.85848,73069.73025,65996.53798,79896.21981,57869.85886,67002.80101,61308.17537,64937.18527,81135.76494,65020.76438,50148.24106,53520.65368,55608.85996,50599.39177,85333.18299,77886.72857,41965.10796,35881.69374,41744.77484,45485.00254,43657.08435,46857.98048,50597.49386,53131.60071,49299.94833,43329.77396,116259.2802,71981.85152,112104.7967,98683.53535,106934.2583,103570.7064,113998.5199,76053.78492,86745.37744,88872.73094,106685.3666,63203.74431,55017.30968,66526.5591,49302.7739,55610.69257,49716.81268,51456.17895,47239.06133,53787.91254,50895.07877,44641.44454,42292.33383,64255.54397,61671.79152,48821.2197,59675.5361,67872.30149,79974.89483,66586.25517,38957.78238,77018.36398,71018.65558,82754.77443,60655.49843,89484.29933,47052.19117,59970.58894,75539.66533,59618.4541,50017.03102,86109.64156,61508.89564,46156.50675,52130.6327,39583.04509,49596.69367
31,63263.8524,52013.13486,53841.44404,60710.17032,48868.25408,43023.18748,43181.25036,55216.41449,39236.89693,43292.26349,72706.12728,66503.94523,76688.9509,57528.62079,66833.66681,58776.42851,65278.42712,85677.14628,57689.99359,46989.1789,54849.45686,55620.31051,48772.1783,84572.96441,81778.27058,39783.4502,36600.67773,42131.29953,47036.82091,42693.2101,48449.72046,49818.12886,54155.09561,44103.7201,46477.02448,115360.5686,70130.21214,110700.3037,98898.43912,105627.2517,104660.8442,109384.2754,77444.14738,86745.37748,85332.58774,104356.2804,59865.80631,56090.39186,66165.66822,50633.4659,56711.82601,56584.54247,44514.25805,51434.67486,53328.27222,51871.90699,49703.38063,36629.8931,68308.87437,62426.37904,54186.6328,59895.66094,69052.6967,84287.14422,68017.03171,36285.55065,80912.59099,69200.96445,88259.4693,61791.349,79917.12358,47513.17894,60730.8627,74507.00137,61365.14005,50719.2797,84207.52844,62913.2889,46057.79466,51756.03226,40338.53638,50253.29232
32,69428.06622,52026.66193,54259.32743,60033.97927,49576.04256,41990.20207,46234.03477,51009.33871,38631.00167,39460.02829,74110.03808,66517.67786,72419.97621,56413.95835,65929.67497,61677.1856,64565.75589,77642.40527,63144.29709,36030.03587,54147.20849,58515.9202,44537.06863,82754.42331,81051.51052,40010.94291,33873.59966,42520.44976,46839.56842,44610.03667,50910.10811,52055.75598,51611.42284,42970.44656,46022.81065,117107.2534,76285.84251,110700.3074,99152.47667,102014.0324,104318.525,114453.8047,77097.02451,83838.31512,81645.94659,100699.5722,63708.51429,56817.15314,67599.16941,49760.79358,55985.24635,56076.21836,49964.9846,49270.10186,49694.45961,52303.31832,48749.11974,36056.0761,76893.54083,61828.36526,56721.14458,65618.77124,73458.67738,70866.53406,65057.55045,36428.62744,76600.35208,70248.98123,83221.68283,58486.83799,83251.9834,50732.42988,60644.47847,74867.42077,59510.72557,54160.82238,83596.69503,61124.8129,47142.5848,55257.08562,42491.37015,48429.05215
33,66135.49316,53074.67468,53909.98211,58987.2825,45687.62624,40654.68777,50655.08024,60457.26649,37200.22472,40999.61015,71944.40099,65444.59453,72419.97438,59275.5098,62086.96605,58959.39466,64368.54238,80400.98316,62780.68736,46317.06303,54860.90217,56374.18395,47858.08154,83844.56528,81051.50869,41806.08244,34351.38073,43465.24648,47912.65169,46973.98281,49733.72643,50941.09471,51679.21878,49346.99554,47830.56831,120336.5767,81413.60429,106472.5765,96831.52891,104117.1981,101041.193,108643.7473,76747.68485,81778.06955,80885.72732,99315.00034,61526.84819,57112.96671,66872.41187,49065.69567,57029.68049,56267.79552,53603.88484,50241.4243,47961.30582,49577.95168,47566.8254,35996.71991,82674.19843,62426.37565,61433.05694,66345.53018,71292.12218,75229.86088,65071.28198,38283.77725,74427.31674,73825.92974,78513.06053,56748.94257,77782.02167,45492.37306,58839.01619,71248.48278,57175.84328,56949.05307,56317.87576,60995.59993,48539.93323,53793.09646,41646.63899,46736.65607
34,66148.54261,50167.62077,52818.39887,57852.88215,43505.95811,39791.48669,47574.68993,52462.86318,36823.55368,45963.19779,72308.00652,64587.85712,76747.10079,50903.82805,61371.57893,58260.71961,62128.49712,78589.43633,66033.0557,51268.52292,52918.88362,55720.67811,48948.22807,82447.22021,76745.82427,44871.22933,31450.73252,43205.67807,47536.56013,46483.41396,47675.07563,51304.47442,49975.4475,50907.12304,47113.65362,110301.0559,78191.63785,103731.3921,95545.94064,95424.91085,101063.1766,115778.0809,71382.26805,81778.06629,80256.35667,98224.16903,60510.50719,55324.49439,67596.91772,47294.30479,58440.56059,44915.69138,54148.95991,48787.89797,47722.27647,44927.92194,45350.19649,36869.38684,87324.22264,62784.0717,55970.26178,66855.33761,66954.89684,75229.86115,65933.73804,39259.28768,69061.89462,78091.03589,72423.33594,57359.77386,77782.01854,48303.88117,56258.2593,65797.75733,54396.16516,56664.68659,54027.94499,61593.60731,47449.10153,52702.95354,42345.31057,46736.66209
35,58568.09957,49608.68082,52375.99785,56694.5387,44252.32883,38580.96703,44365.63435,54216.56425,39350.79953,46534.15337,70904.09259,63731.42869,77837.24036,52018.4923,57749.20882,55041.46911,62486.19278,82667.8374,57321.2797,61532.56987,53336.76973,52810.0428,52765.45394,86163.44336,71295.0941,44658.76325,33810.81723,43150.82893,46606.05168,44675.66688,45623.8708,49066.84501,48885.30447,50519.22981,45960.91695,120133.557,72013.90882,100512.1429,90641.87619,98469.39756,100315.3533,99708.58913,68816.03813,82868.21454,80654.46661,96610.77738,59620.25402,54665.3771,67053.66692,48702.34176,57712.69239,45897.44059,48698.24121,47612.17585,50356.33513,42102.13141,48495.73775,34365.5306,82725.98347,62452.76338,58454.17521,67570.7279,69056.27442,88524.73991,65244.73387,36934.27841,67924.47825,74947.00308,76762.44944,57740.77395,79600.07115,45242.64032,54230.78073,63606.69429,55422.69126,54234.34666,48222.99609,60100.94746,48807.98397,50873.45782,41481.67567,47738.05846
36,58579.54587,51429.17101,53766.28696,55548.134,38662.9411,38264.54042,44542.30925,53875.32633,39309.25975,47439.93231,69641.21938,61692.89142,75186.57617,48373.00751,53500.82537,61252.62701,61984.73879,78375.50594,47314.47145,54154.42771,52623.07131,56041.92819,49860.4247,83272.87246,69733.96799,43194.92997,35812.27695,41492.55792,45045.06999,43814.03809,45250.6433,50181.50152,45847.40186,45931.15203,45328.88748,114682.8338,71287.14797,96183.00455,92376.84582,87583.97252,99051.30343,98364.75243,66528.44382,81351.52083,78461.51998,92056.0541,61672.71258,57231.11934,67785.50854,46271.80298,55588.8723,43452.08771,35248.03734,48028.15996,51753.67676,41707.16396,49576.27277,36183.59159,80231.78767,62452.76881,53017.21468,68660.87985,69946.53174,78694.66482,62385.9047,36092.68182,68261.42516,72900.98386,69518.0279,60581.8673,81780.36321,54105.27491,54219.33698,62678.89595,56326.79136,53845.82234,51856.82443,58813.93211,48834.74171,50940.10075,41406.1178,49067.07847
37,59656.64286,55136.31552,51670.26899,54568.66791,39390.16459,39127.74338,43996.89571,56911.33692,39890.67734,39513.22648,68535.96646,60732.7205,66147.38773,50554.67264,56345.92841,62369.1883,61021.9894,74028.19743,37192.40356,49430.46021,51421.05971,54432.30071,46961.38405,82834.97031,64317.97941,41947.83293,39604.65508,40061.77866,43678.49275,45985.63148,43952.47225,50181.50165,43198.83882,44113.09416,38993.67894,120302.2567,83991.7738,99238.54128,92910.24078,84472.3382,91761.69223,85646.39821,66026.99198,79119.32717,74810.53923,89037.47274,67230.43584,59377.28937,67776.3897,45734.35052,55620.53851,48830.69539,33067.75212,47230.00351,49376.68032,40699.26594,47622.70805,36006.09957,75236.05267,61021.99441,52643.75731,67801.73919,71400.0519,73997.85985,55943.42049,35117.17002,67930.60176,63169.90571,66723.33457,56389.82684,87854.17329,49076.06446,51325.46957,64154.56481,58058.45253,52057.3457,51258.81638,56034.26269,51029.93466,48561.39714,41406.12219,48061.14143
38,59982.04141,56743.26815,48763.21788,53496.14588,36735.20633,41598.73754,42616.07904,62669.22004,36818.66386,34416.72192,65861.47791,59031.73636,59668.46971,54890.74283,55981.56921,58690.48171,58456.18069,73312.80568,39363.30763,47987.45941,48071.60574,52618.97435,41727.69103,78142.58812,63619.04196,39442.37395,37794.30415,36932.78443,43142.3917,42349.51906,43779.94178,49259.71242,42608.95446,41706.29843,40041.69309,105981.8936,78626.36268,91761.68656,93272.93026,79590.34307,88127.86819,94352.7696,65306.52877,77017.9492,77095.1438,89386.81312,62940.81471,57139.65992,67077.71912,46871.58834,54154.64866,48270.73901,36474.07697,47708.73536,47015.9008,38358.69153,47338.72137,37266.862,75236.05517,58457.94408,51261.44037,68215.87817,63819.61169,59332.38804,51990.37673,36613.12643,67249.96121,63868.58159,51502.75697,55674.51967,77907.46967,49503.24104,48785.11709,62349.10889,55977.45729,50239.29999,49989.19098,58464.60422,48107.52738,45064.45266,41905.3966,46737.81203
39,57436.76593,54937.79779,48140.14966,51679.23355,41381.38737,38105.36394,36064.22066,46572.96695,35143.26607,33401.93791,64813.47536,57777.70157,55332.40052,59251.62353,53569.16692,54235.49379,57494.55478,61775.11776,43405.24914,47296.59549,45842.54899,47640.40954,43128.61734,76416.19056,58168.91503,33264.88697,36931.10583,34535.8846,41333.49688,41432.39076,42110.30024,46691.52335,41679.66628,43494.77855,33979.28917,99672.98574,59309.15823,89665.67032,90204.48145,80337.85739,90668.53421,90107.21754,63124.86269,69718.78967,73349.36418,87326.66547,63070.02511,52745.5616,65503.1823,43359.82726,54531.78471,45877.20554,38618.03117,44030.54921,43888.59713,36158.86419,43341.51426,33623.88811,79476.92926,55382.45244,43987.05366,66411.55262,62574.37811,59344.97095,48054.05366,34342.44197,65482.23943,58790.70769,59821.97653,50319.52773,66642.63489,40049.36606,45996.87864,58186.35221,52066.20708,47730.38665,60890.64558,56960.50693,45984.74637,43917.28032,39012.0931,44930.05206
40,51996.33928,50140.51249,45138.35095,49175.36517,38623.12666,35916.82824,34239.2986,47183.36503,32242.61742,32788.11227,62666.69926,54895.16104,57384.85899,63653.16722,43212.48017,56023.96348,58517.05742,55220.97053,46540.58129,41124.37243,44971.98245,48892.33358,38786.32573,69518.01982,55261.85693,29202.06503,31184.60168,31531.2525,37881.36865,35624.68807,40369.96933,43421.08717,39927.18609,42995.18766,38451.40317,97546.92541,39323.15761,85894.74597,87834.71457,76760.91191,92740.1538,78088.87063,61378.17394,70132.92842,77987.40244,83863.3592,56781.96388,50241.69413,63928.64668,43289.96411,54907.30059,48202.21906,44080.42741,40831.50314,41346.47047,33661.35925,37908.39196,31983.3259,74037.64506,52520.89014,49823.30746,66411.55213,65588.43543,55729.81223,47784.24474,35069.65688,59016.86691,64256.31119,52136.56141,49186.61607,58751.92063,35602.91254,48894.31878,54609.40084,49607.33153,45941.92351,45536.16761,54500.12888,41037.21405,43388.93215,37393.59213,41729.20174
