Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
24,95829.80988,81640.35988,82378.86545,98337.21109,88217.56864,72526.97965,64876.01196,76257.77969,67608.31362,65810.69846,108832.3097,102021.8591,128350.9063,74773.16575,85246.88354,109524.5679,105587.7739,116101.7709,90863.0752,103059.0406,93503.44024,94359.22709,77423.05498,118807.1437,115799.2775,59619.10879,49143.79821,52042.61152,58579.53371,61808.42214,56336.83595,67976.97676,63263.15876,62775.43932,54591.65504,141808.1798,107911.8043,151197.9565,125498.2387,147364.674,133753.8046,146377.0059,100587.7156,119229.3221,120348.8387,127306.317,82885.3966,75809.37353,82316.4947,73174.82797,78887.04451,80860.65173,72769.30722,85015.51497,79249.28438,73116.09646,93774.93511,63024.65964,117523.4435,87631.23869,91799.69352,101748.3651,100275.5988,141587.0837,88288.01581,61149.29005,109571.3605,101769.7971,104019.7145,88654.3255,121087.8936,85152.99171,90307.85817,131979.3429,88594.15899,88640.90427,104681.7925,107064.193,74469.90641,82904.99134,51791.98425,69690.14536
25,97939.17861,79494.80806,81702.72103,99085.0381,83111.44938,75791.17901,66702.69965,75894.39815,68899.72116,64993.33296,108855.1988,102737.2457,135618.5405,80138.58281,85975.6181,103857.8116,106992.2772,115883.607,83595.43498,84898.88382,92751.25327,97343.40189,81277.48105,119559.0857,118125.1743,58528.96014,52925.15578,53507.35734,59344.97365,60718.27209,62183.90822,67976.97671,62173.01641,67486.81433,56761.18544,146898.7302,111545.6246,151197.9566,128405.2884,146194.6043,133815.0881,146377.0091,104244.4248,122373.3491,125774.3827,131986.4142,83157.17343,71722.13627,83436.35758,70445.00014,78801.01844,83132.54237,82789.83362,85633.04442,81051.31398,72573.22212,96896.89571,70680.00517,129181.4254,85794.86908,87258.31435,99636.58055,103852.546,132109.8992,84964.43419,57515.46986,117440.6396,102473.6746,111291.9258,94491.82037,122440.2649,77974.67749,90307.8578,136216.4745,94065.48546,86319.965,108643.7479,110049.5141,73781.38479,79651.03529,50633.34832,68799.89486
26,104116.6684,75616.61697,82176.02026,99812.26546,71946.02353,73695.1581,66885.8436,82621.20716,68722.42262,61774.08441,109928.2829,103270.0352,132675.8417,88350.52222,88126.77716,98260.4321,103012.4841,111545.9185,87037.71909,89989.43466,92585.98023,96428.68966,79112.98528,121856.4354,116650.4572,58152.98771,51041.59637,53870.73888,60631.99095,57430.21382,64315.52557,68523.53297,63977.33539,74473.55424,57789.37748,132530.8598,115565.7148,152256.9679,127977.4193,141902.2726,135623.0566,152151.8942,104432.7127,121670.623,131269.3857,131986.4089,81702.72773,72777.55405,84509.44364,71143.67178,81295.21562,82426.26769,87399.44066,84906.28411,79534.50929,73061.26918,86415.29272,70338.76073,124027.0502,95364.05242,84332.71516,92045.07408,104263.8617,123404.5875,86833.5669,62160.41889,124735.743,101782.9645,111269.0345,96328.19064,126815.9084,80564.45464,87640.12936,136250.299,89684.30342,92197.24685,110564.3357,113405.7945,73846.24933,78580.48756,52779.51619,68669.54252
27,103412.3376,72799.38542,89427.40825,99812.2678,70775.65251,77346.1414,80353.85578,77669.92411,67981.46106,61951.30177,110761.5186,103619.3735,129884.4551,90139.00253,90872.72567,99736.84765,103061.515,115950.2097,84964.42778,82143.51412,93069.40245,96548.72795,81962.55328,119710.2762,118129.1633,60321.37651,47853.99224,53870.73884,61593.61244,57033.31628,64766.84165,70368.4437,66135.48985,72655.49681,57414.32258,135359.3685,105403.6126,152256.9619,127977.4239,141902.2697,133792.6971,169354.1331,106657.4697,119722.1972,127692.4439,134843.4929,82378.86431,75343.11334,84462.67062,71126.00298,82766.14366,77217.98637,98957.59236,81997.95419,77390.98753,73516.53577,88251.66286,67961.94586,129030.2984,93928.84502,80679.4374,93017.49985,102030.7527,129450.3753,85709.96875,58879.29223,126528.6122,103417.2675,119258.693,97612.84334,131601.4442,73410.56836,91163.55635,132979.8573,93773.10785,94548.70324,111567.2527,117353.9661,75316.26267,82073.85305,52793.04278,71178.48611
28,106856.6737,79599.95677,90518.24225,99085.04485,68772.57972,74003.03357,80900.40935,70038.90378,67057.90103,64554.42084,111488.7358,103619.3789,122818.5505,92823.55182,94253.39933,105675.5717,103061.5104,112304.253,94080.27892,78146.31391,92390.81729,93220.63292,79902.30718,119685.0928,113015.7227,61833.63448,48435.95762,54296.23276,61906.41835,58850.22958,61714.46486,69469.18255,67966.58865,69762.17642,56324.17417,136712.7519,115458.0796,152289.0121,135175.5939,145395.6344,133758.8857,172102.7957,106634.5765,114489.2957,127692.4436,134451.2589,85240.4153,75562.09135,85604.58334,73897.3141,80619.97245,71369.14924,95751.68982,78835.1497,77407.01295,73980.50163,89682.44135,59695.77097,107197.6227,94310.76951,80249.89607,87777.44644,101531.5438,124706.1682,91744.00148,62019.74698,125097.8305,106526.0527,114895.3632,95770.86287,137402.962,77046.67664,88739.80822,131605.5019,95386.80655,92760.23198,121777.1863,112941.2566,77118.28169,85936.8506,53951.6741,73723.76378
29,106856.6782,81046.14453,91609.07326,98337.21456,69502.91332,73805.81648,82003.9823,71238.85318,64091.17112,68977.10972,112437.9149,103449.9693,125761.2478,89684.53454,99081.04186,111468.4803,109426.944,119260.9486,96263.25042,83934.04258,90264.73258,89065.39671,82061.43675,117949.3873,117470.2127,62241.90561,52081.22218,54659.61271,62749.11884,59594.61393,62427.95297,69277.6017,68329.9687,67316.81687,54580.59291,143039.2878,109385.7803,151229.9989,136562.0886,141121.5294,132012.1976,169696.2516,111019.8881,119233.5101,123196.1658,136957.9063,87720.33549,75960.20095,86077.89127,72700.17088,80307.44034,73506.20165,82874.68754,78033.83961,77853.27008,77143.94352,97255.16114,59194.31849,105793.1241,90518.92029,80976.66058,92224.91445,105144.7562,121129.2177,92320.22411,58090.19121,125070.3578,111354.9258,116634.8976,96114.78571,128287.5073,75529.97948,89450.20678,125876.3786,93870.10938,90599.17175,152044.111,110153.7136,77370.69099,85238.17945,54914.42423,75564.02456
30,101746.8943,84850.42574,85726.1086,98154.29378,63769.02851,70289.92016,66368.72404,66746.31468,64104.90798,64154.94545,114877.1729,103799.3051,128194.9473,86521.72445,101062.0316,108559.606,114490.4397,120538.8267,104932.1796,85750.95524,89070.91114,89428.7809,82845.68484,117591.6896,115288.5501,61077.95816,52081.22461,54955.42397,63228.43239,57760.08942,64929.0943,68278.4338,67239.81647,66276.04097,56084.70227,141646.9923,115970.9307,154503.7527,134745.1705,149888.7729,133449.8777,161215.1713,111377.5779,122542.5472,122276.8253,138035.4602,88862.25028,75196.66958,87871.34837,77823.49928,78473.13036,83898.93191,76917.64864,79885.48018,77089.73871,77143.94415,94963.80909,59842.06605,93208.06388,91476.39518,82084.66272,91270.80531,108987.462,116765.8874,97281.16996,59532.26835,127977.4154,111949.9392,113683.5606,92460.3666,131184.0853,80623.61482,87835.2858,133801.3208,90236.28925,90429.38018,172001.4019,103106.6687,76587.02795,83142.15773,58523.72757,76688.9001
31,95477.80228,84245.65284,85264.64542,97917.65402,70132.67575,71396.54744,67267.98009,80324.74015,63737.05569,64154.94377,117135.2741,105587.7741,130640.3036,79284.06993,94863.93796,101572.8632,113921.707,119312.4014,99450.15377,88694.7776,89050.82317,87592.40497,75963.5714,114649.3948,120375.9008,58850.84443,52796.54518,55926.53192,64901.31548,57089.58712,68300.46722,68799.88229,67946.09144,64082.01727,59377.28036,149747.4914,108981.5467,155958.1925,128335.0524,154719.3642,134149.1724,162466.2249,111377.5779,127993.2764,117027.841,135855.1677,86110.38692,78144.2539,87755.74468,75965.11275,78871.24728,98206.71027,78097.42681,83503.26515,77800.46984,77921.51877,88594.1661,57377.40528,101565.8449,92930.83669,86502.71935,97209.53692,111896.355,125747.2302,95439.18433,56755.20201,128405.2797,108805.9067,120973.0471,91208.82512,126472.7149,77982.55815,91088.78266,128012.39,86301.65425,90902.68102,163188.8184,104534.0586,76587.03456,79299.44848,58804.52357,79234.17149
32,94024.27347,82072.24279,82338.59138,96653.60727,73245.04599,74388.45482,66162.94974,75600.77119,64733.26727,62408.265,118119.9469,105636.8031,126581.8174,83496.17026,90158.75186,101957.4454,110700.2991,109810.4229,105072.1067,74546.6329,93232.95773,93410.17856,75184.6871,113839.8264,122164.3768,57727.71324,50423.1141,56709.55808,64915.0481,61585.25842,70820.78042,74580.8527,68672.25155,63732.68332,61881.1401,155647.735,124106.5619,153776.5342,131956.2773,153264.921,134115.3573,165373.273,108468.6856,124416.3333,112939.4504,133375.9909,88555.74058,78144.25628,89059.186,74525.3197,77416.80391,98235.75536,87818.34664,83907.74337,75946.79122,77538.94202,80322.77461,56403.19311,99819.16548,91113.9248,87506.94929,97831.09554,111327.6187,125747.2365,96166.29689,57828.28238,114251.9366,108448.2135,122867.3352,88683.24108,130106.5331,73862.37269,87933.02637,126412.5845,86862.57525,93895.70754,132214.5903,103129.5538,76269.76138,84321.93329,60317.80727,77036.21373
33,94770.73549,82884.92585,80192.42263,94835.54863,73785.65426,74253.36616,67971.89118,97563.896,64226.16876,67929.11154,113892.216,104861.0082,123362.5629,85943.58459,88831.28452,101936.3801,104861.0082,106436.5223,108287.7748,75636.77502,93719.01409,92338.80573,75877.99788,115180.8264,122503.9439,59632.15553,49974.61001,57436.77712,65652.58657,64873.31324,74156.389,73747.09158,69399.02243,72391.88683,64024.58174,167809.3486,123748.8667,148536.4872,133073.4421,142534.1832,131962.7636,166700.4644,110614.8572,124774.0274,114931.8665,131229.8257,89160.50579,78160.28234,88454.4199,72263.54221,78160.28319,93126.88979,85758.10106,82470.23938,76710.33031,74538.39754,80777.75451,59332.3884,103342.5694,94353.36342,97688.04354,95641.16716,108882.2593,130215.7549,94377.82151,59667.33431,102813.1978,108797.5539,121884.03,85812.96339,126093.4807,67321.5033,87102.58712,118124.2575,82830.6459,91240.7465,96582.23043,106228.4308,77763.70665,82177.08157,60201.86973,75219.29899
34,98880.14696,81066.87124,79199.44467,92739.52631,71605.37031,67746.58686,70137.76197,97451.20179,63699.5299,73383.27089,112103.7436,101795.9239,121965.2192,81052.87174,93744.72043,99111.62578,104861.008,105429.8388,103530.3526,86994.43482,91592.9312,93314.59682,81687.13239,114512.1961,116847.8603,62186.06241,47846.91854,57482.48977,66528.45466,66518.02309,73798.69802,73020.33017,67965.52822,75895.36135,62236.10941,162032.1441,124340.4905,147082.0496,132329.6721,118028.0391,134130.4594,163846.4292,106981.0401,121140.2047,123665.291,129907.8129,88415.66128,74887.78518,88096.72359,73097.30528,77812.69427,74740.70898,76687.05949,79943.28758,77373.92899,69776.89725,75532.33911,59628.20029,105317.5118,96150.81649,92253.35072,96559.21804,107041.3118,128506.6212,96219.80378,60406.22401,106306.5709,113583.0894,117479.1626,83541.07073,122577.8778,75780.32565,84195.53267,116554.1295,79253.70131,91222.42894,83730.32928,105636.8054,77365.59014,82803.90808,62022.35395,73037.63609
35,91629.91066,81778.06283,79143.88859,91115.28992,69270.34457,64754.67488,69427.45257,100101.875,65292.70368,72129.39973,109665.5416,100049.2432,122530.3378,73898.98672,91926.66089,94954.56491,104861.0134,106862.08,92900.67053,93536.80141,90630.04618,88951.2679,79898.66325,114410.784,112103.6535,64024.58918,49856.7384,58197.88135,66514.71998,66397.81289,73110.17195,70461.33304,70111.69423,74377.80369,62565.97968,173223.4385,115287.7779,152213.177,129435.214,129240.6341,132417.5929,152865.6507,104435.7706,121140.1995,129323.8075,128840.1612,86289.57819,75651.32137,87520.49558,73083.5706,79579.67032,75483.49726,81774.41283,77433.05889,80569.82234,65813.54201,79804.01498,57084.52205,112127.6899,97240.96212,98242.6924,93841.64163,111996.2604,139772.2817,94170.93079,59597.21971,121565.9107,111277.6615,116138.1593,84509.44504,123683.8704,76693.246,84894.20997,115149.6349,78692.77898,87846.79074,99699.66955,102895.6288,79563.28139,79550.64402,61308.41073,74508.82782
36,87956.98902,85411.88395,82401.55245,89297.23496,66236.64004,65588.43234,75963.24877,88618.85107,65786.07091,70540.47198,108829.7753,98616.31745,117733.6544,69633.51745,85638.59303,97884.51436,105636.8071,106963.4939,74029.33624,92134.09713,90266.43644,92671.52478,79205.35519,110799.8601,110309.6469,63669.61889,56593.30279,58549.35775,65647.20227,66397.81624,70501.78526,71842.18305,67931.40577,70395.48729,62408.22341,160688.2846,107606.7961,149848.1972,129793.7197,123909.0254,129555.5566,144270.8259,99245.11825,117675.2106,124515.7557,128091.8617,86289.58498,79269.11489,87502.17778,70982.01629,78074.69556,73465.59767,75233.54282,78180.56691,79765.86593,67267.98419,75772.08246,57439.49973,111049.6434,94359.21745,85064.00981,93054.40832,111996.2568,127898.1961,88902.44391,58397.08336,133792.6962,110515.9109,107673.5354,93242.85998,121616.1134,83505.89486,80637.31337,109698.9152,79817.64763,86502.03213,128345.292,102895.6251,78109.75673,79550.64133,58892.3528,74127.78087
37,91206.82463,87575.01128,83855.99734,87520.48614,65526.35277,67731.88241,79505.45972,81346.63413,64352.10045,62133.85687,107632.926,98104.4585,110886.6576,84442.75744,86337.27528,98613.24726,104752.0112,102516.0148,79898.18425,77283.07734,87103.63112,92318.82006,70842.30976,110776.9725,107265.1642,64010.8627,58720.99638,57890.2335,64574.12141,66899.27902,67640.23218,71855.9238,67576.43199,66482.91542,63097.22915,159161.2197,107583.9084,149816.1468,127647.5501,118454.8664,123052.4519,127989.0899,96234.38277,115881.194,110542.2749,127986.6763,92467.07658,82169.74112,87611.87477,68331.34582,80932.4997,74164.27706,74169.09654,77073.70058,78375.50296,65074.41983,76307.72208,57791.4338,115453.9363,90270.41164,86438.34062,85498.95167,110201.0941,114935.187,83537.02623,57669.86006,131284.9688,100535.4782,100989.8709,86430.21493,136066.3579,73674.898,80282.61027,107632.9294,79190.82515,85378.43662,130040.9511,99318.68206,80341.95382,75253.22432,58221.85353,73855.82832
38,89772.6621,86067.86112,80265.74789,85684.80755,63737.87694,69890.03226,78432.37513,106970.2787,61506.9955,58861.36975,106228.4271,97621.81858,103417.283,91381.74265,85881.72211,94739.56975,98907.1861,99460.48659,104936.7987,71264.72268,81469.08075,90414.73763,66772.26706,107283.6029,103970.6919,60032.74285,57437.94796,56039.88326,64210.74103,62128.76755,68459.11162,68633.95687,65081.68836,67336.72717,63474.11347,134839.3612,94130.30872,144291.8761,124571.7948,99947.16992,125128.447,148781.184,93858.89713,112304.2529,103633.6775,125054.6132,90678.60774,79724.38767,86866.33966,70851.65963,79529.13299,75896.307,84810.5871,76090.55615,73013.28111,67915.02571,79022.78215,59075.06669,108161.1152,84870.50174,84383.63627,89692.48723,99880.72845,83996.32708,77522.71399,56690.39032,121457.8158,100877.342,92052.5069,87478.23498,134277.8901,70404.46278,79606.46686,105424.2102,82179.82374,82488.54958,107618.2758,99851.14483,77161.11257,73419.14214,57073.17007,73129.06528
39,93062.51039,79117.50466,74258.81194,84212.96278,66241.74764,65059.07273,67246.54999,96490.18378,60664.29694,58004.93916,103783.067,94694.1599,102690.5203,99381.1797,88025.24338,94147.94518,95244.03121,93473.8543,115766.2446,73394.19504,75287.69738,84063.18171,70061.93813,106691.9783,102305.9765,54923.25486,55791.9269,54586.35635,63162.73676,61286.069,72095.22055,67267.98295,68715.49825,69882.00442,59304.90577,144650.6736,101166.0713,143176.8972,123227.6381,95801.48712,125782.4862,142847.5627,90827.56001,104834.8796,101816.7666,121420.8,87185.23939,72470.48153,86521.03812,67086.34455,79943.2701,80678.46851,82993.67008,75343.04205,71940.19434,65967.76343,79436.91926,53973.98553,118291.8799,83173.63679,83473.16087,98514.46285,101285.2254,95870.40576,77471.89465,54671.27435,105333.1885,96402.40775,97866.61152,76179.24765,128008.2379,67225.62406,82785.29079,104855.4823,79266.4836,82124.93818,89176.28583,98348.5898,74780.60859,71222.83046,54891.50098,72798.22866
40,85431.49023,74772.71416,68604.06445,83396.11252,69750.41853,62915.62206,64132.58361,105971.1091,57802.73495,59139.34184,103191.4389,92893.96032,103942.1369,92227.28511,73770.97314,93776.90523,96128.8219,94182.30686,109897.3973,63777.28529,73085.0894,85846.66924,71542.7658,100533.485,103396.8073,50646.38361,54167.57495,53791.94885,61016.56475,57351.42279,73889.98599,71302.26643,66876.44341,70341.67569,61649.59697,133123.6104,86644.532,138088.341,121796.8621,108005.7395,130139.4286,143416.295,95655.20555,103407.4879,99790.97721,119239.1383,78480.09305,70025.12754,86139.56821,68190.91141,78886.584,81563.44997,89875.89834,72441.07427,71956.22037,66387.40599,75407.904,50607.76507,125278.6135,84251.7043,87552.98978,107410.055,102511.645,98315.75504,76104.60532,56873.4105,82425.71563,106746.4446,97122.78034,78377.62961,107989.0501,62719.68999,90820.03273,100855.7743,79893.30221,79330.24357,90994.34023,96825.51469,71963.38004,74447.15907,53042.8359,71051.54121
