Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
24,43805.33958,40344.53507,42803.79149,48191.37856,39212.69488,41394.90593,39431.44357,38185.14094,36127.14164,39109.4019,52866.56759,48424.52033,58062.0219,43159.99183,43150.83019,50979.21841,52404.09301,66514.23572,44633.42712,51342.56071,45069.50569,48412.29666,43251.13726,65585.94625,54099.86798,39029.1192,34532.03217,33743.86475,34179.40954,38979.07598,42161.67084,41729.22023,40528.4295,42154.63717,37679.53783,81744.8142,55985.52638,83612.14847,67957.48084,81900.56328,83153.79189,66514.20721,55034.89967,63626.77148,72751.07229,77683.47311,47334.37548,51356.19033,56348.21272,39977.02261,48858.68841,50869.1439,40423.21306,42160.97153,41768.9459,37486.74664,38797.27359,33561.6999,68048.82906,49089.76265,42702.20819,51748.53422,55502.47638,59046.26992,47335.25732,36140.07617,65478.10661,56723.2752,53812.89312,43018.14388,66125.31891,43322.42841,48542.78313,58821.36746,51454.4893,43388.92253,40171.31763,48861.06925,38179.12494,41185.65311,35164.34118,38468.54898
25,46703.23154,43978.3555,39988.47762,48288.75697,39641.93346,40125.27152,40530.75218,40857.37389,35302.25842,33658.67839,52079.63454,49066.84639,62056.84568,42424.07063,44685.05109,48723.84078,51705.41938,66898.31837,42089.75988,50640.30982,45818.1416,49482.37099,43739.0304,66312.71306,56916.53481,36266.17154,37248.87858,34891.97646,34535.69203,38245.44391,43738.03182,43512.52293,38512.46267,40055.40026,35997.45887,78251.44273,49440.53578,82441.77359,71607.32481,77009.84757,83517.39864,69423.08927,56046.02459,59266.18723,72751.06751,79516.8639,47792.49727,49382.02612,56359.65696,38903.93673,49211.5985,50919.02683,39737.85495,41806.97856,41033.70915,39639.5846,41804.93732,36192.83396,65229.61587,46925.19191,45443.04392,51034.83653,56945.47067,51015.09505,51005.41367,35225.62775,67033.21532,53802.93943,52300.74819,45114.91104,70801.73705,39606.07455,46319.04572,56991.18139,47077.63425,42789.41648,45288.25211,48861.06197,38179.12411,38914.96655,35164.33822,36881.23052
26,47917.88792,43852.48136,38542.73318,48191.37481,37223.62084,40482.97204,40715.92955,49590.79465,35750.20053,35068.40385,51654.335,49066.84628,61446.02196,44560.1987,46473.52282,45087.73303,49525.134,65326.30562,46394.38447,46548.369,45460.44898,47075.57141,42539.87384,67566.03574,59810.40088,38639.51757,34325.99819,35982.80426,35490.54978,38704.70087,43383.12539,41922.11856,41060.12681,39492.70158,37578.86516,75617.2238,54186.6364,87895.93462,73741.50642,71408.73347,85264.08322,78857.97468,56347.75821,55973.61567,71067.48962,77370.69261,45271.40761,47830.20315,56359.65123,38008.19826,56333.19067,45281.45929,38888.93413,41806.97459,40942.51897,40358.1065,40852.89875,36192.52666,56571.62656,50070.72314,47124.20518,46674.25653,51998.40849,51742.31713,51707.66876,37557.91235,65458.56055,49595.87155,55936.85188,46751.16095,71408.7509,40741.0363,44123.85884,55597.4157,45578.30732,44479.75231,46040.42546,52979.88077,39402.83622,39443.31288,34085.87108,38533.81293
27,48817.66329,41827.35679,37088.28642,47833.67731,41782.61822,40101.88361,43586.64962,44293.91873,34409.67158,35795.62454,52072.21814,49077.14483,61126.54859,44305.54069,48528.22801,44942.28648,48477.11966,64241.24051,45903.81589,40003.37549,44266.32268,45984.74514,43267.09588,65571.9015,56393.93511,37557.84031,34150.29784,35990.13577,36399.57724,34959.5056,43147.22917,42640.18126,41341.95018,40796.52189,37069.81231,76433.62357,51136.57498,90999.57775,74841.45093,78676.3724,81744.62286,80674.88569,57426.00285,55872.9526,69592.75744,77734.07704,45281.70616,48944.8615,54245.78696,39240.57998,53538.50239,42147.75081,34172.29784,41400.81496,40491.56815,42297.86273,44966.05465,35072.50176,55284.612,49269.71759,46324.25894,46560.27538,53802.93596,54473.8224,53078.25657,35859.68936,58904.93467,52128.55904,58143.20809,46129.63062,68308.28924,40190.81713,47282.92384,55234.03531,47268.63932,45342.40401,43794.15676,52121.41326,41211.73629,40158.7022,34157.88965,38761.45003
28,41033.08748,41545.61982,38897.86856,47583.28709,44221.27242,40235.87374,40677.7593,38719.56727,33780.87185,36422.28492,52441.26467,49066.83938,58560.73897,50170.22856,49925.5732,43851.45848,47334.37369,61675.49559,50627.7768,40003.37894,43882.05002,43751.85197,42551.70636,65585.63738,56770.13676,41036.17255,32506.53718,36579.24109,36217.5829,36588.73462,43496.56064,39979.77684,43357.91562,43269.67432,38516.69747,85961.02505,54034.4663,90999.58387,73735.28103,86065.95873,80674.08567,86591.07821,56710.68513,56599.71797,71885.99736,77308.10965,47727.06492,47392.13409,55336.6196,39955.97262,49541.30513,34113.00489,37486.47555,39582.75697,41954.02919,40502.71349,41332.23436,32129.10941,56442.40105,51016.40181,46574.6473,50182.86201,53802.93726,53474.06649,53805.02194,36631.9,51632.72117,51426.31167,58956.67776,44664.88408,65072.57994,39579.07401,46711.96645,53859.52015,48723.08676,43651.16361,42313.32448,50332.94766,42458.83566,42589.02453,33430.82405,39125.05556
29,36204.21701,39135.60889,40842.88871,47219.67576,42432.80097,39029.10978,39586.93127,34479.82757,33837.66568,36980.8666,52441.27077,48810.911,56743.8275,46798.56058,50919.0286,43900.96,47065.72976,59928.80866,46312.32746,45842.00018,43364.71506,43614.97792,43760.25382,64537.62071,60407.5298,39469.63646,33975.89124,36579.24099,37080.77752,37147.5875,41598.50223,39417.34585,44662.10109,43762.50379,38744.18886,85603.33464,46522.88561,89181.53594,75615.69428,89878.60123,79399.36245,89896.30293,56347.07096,58692.15834,71015.18393,78807.74206,49790.03113,49210.18759,56415.32275,39269.9976,47711.80156,35169.07567,35390.45196,40507.93714,41830.60263,41238.63548,41411.60737,31771.41648,46921.79831,50569.35651,44721.25674,51743.84438,51621.27578,53738.72674,54895.16472,35201.12798,43760.25107,57365.04292,60047.51171,44846.69072,55255.09122,35036.80293,47160.47307,50952.46328,48712.62227,40007.04413,50348.07091,46525.17372,41434.21221,42060.67903,33256.00016,39125.05254
30,36445.5394,35916.36228,40329.03625,47469.91759,42080.86177,38518.46753,38651.94698,32868.84098,35013.86957,36767.60641,52725.63999,49174.52602,55313.0508,45995.16412,52737.08202,45853.69378,47441.8276,61013.87309,48883.63874,46234.85114,41910.26991,44092.02817,41791.95048,65641.50172,60345.64644,39640.17996,32005.42627,36436.87269,36763.00028,35612.91283,41361.70485,37759.06985,46004.13517,39392.99098,38688.48445,90376.32516,56073.32624,81714.56398,78160.97187,86919.7524,81216.26591,93909.98776,54530.16164,58622.28722,69539.79517,79834.71463,50195.71417,48433.0833,58203.79864,39996.75941,48693.16106,38473.93937,40523.06985,40983.95928,42055.42568,42474.9122,38207.47314,32898.30142,45848.71665,52357.83132,40896.43819,55070.40145,51245.75736,54226.47654,55593.84119,36541.65382,43387.4806,55263.76614,61334.52256,46194.98342,54589.75619,37005.10036,46147.57787,50613.60232,46885.40855,39152.86627,76112.07297,47864.49178,39775.93621,41345.28896,35036.56762,40633.72669
31,41095.56976,35636.29705,39403.21656,47259.31564,43418.20385,36018.00572,38462.63048,35939.33033,34498.87705,36365.97843,52785.82613,49548.43892,52513.4474,44502.50532,50178.28024,45980.65013,47912.65796,61002.42806,46447.41775,39677.69261,44704.96594,47010.06576,39073.47027,65627.76626,60729.71808,33716.48565,33640.94928,37301.29604,37836.0823,37401.37952,41262.53696,39719.11497,45277.36629,32666.19337,41241.3167,88587.84975,54727.25245,71994.93076,76344.0554,81998.05752,82286.80652,83252.6593,55665.12629,58633.73778,64680.74644,79517.44111,49835.90981,50857.93027,58203.80434,40215.65684,51963.59403,44065.01891,43718.92467,40983.96313,42409.87343,41824.70036,40097.0593,31428.93547,48208.8166,52357.82919,38955.01682,51447.81613,51245.75738,55952.99937,54891.59039,34830.64313,47707.23826,55263.76401,61334.52043,45562.966,47140.43136,40135.52878,47082.14094,47273.30837,49807.81472,40707.23004,71748.7468,46789.72592,39394.84658,40272.93898,34678.87357,41715.8575
32,51861.48958,36150.52836,37322.22277,46886.08795,44125.99233,34898.39166,42815.88509,37719.89476,32820.24415,33704.13226,53162.95711,49906.1327,52150.06354,45221.71248,49900.2137,47482.97173,47215.66341,59969.44404,51084.87928,29896.26308,44530.29973,48837.27877,35793.64429,62833.0762,57822.66378,32916.54205,32381.19694,36566.52089,37322.22562,39012.08623,43160.59487,42221.28781,41807.28869,34133.41587,40514.5519,102032.8048,53495.53121,71521.62575,73782.98704,78421.11246,80068.1581,76609.81057,54951.42934,55839.04353,63948.89607,77302.41684,52754.41201,49840.54086,58943.15891,40150.47554,50606.14814,43064.26105,47019.23559,40620.58733,39980.69777,42456.93078,36999.70276,32144.32498,59922.52534,51071.71484,39491.60932,54986.54397,57063.52759,54247.4178,50894.38702,34830.64112,48780.31313,54259.31786,53307.13172,46389.35619,51855.23343,41960.67434,46270.0262,46543.68259,48354.28217,44341.04544,71137.9134,46292.01449,39346.38182,41493.28316,36496.9268,39347.8874
33,48713.1162,40823.93908,37265.39567,46128.3731,38464.76012,32724.97108,40011.14981,40785.04546,32456.86189,36601.45723,52460.70207,48815.29544,54251.33868,44491.28754,48487.85005,46500.2806,46142.5789,63892.10391,55656.56738,34957.57425,45748.09268,47050.49301,34484.89427,63560.29803,57822.66785,33743.26348,33624.89443,37799.71457,38177.17941,41873.64033,43033.02791,42070.66202,42170.6697,38330.51789,42897.36309,99936.78027,50631.25358,68235.62615,66874.38226,77762.16682,77161.10522,73337.308,54249.17429,54605.17978,62138.28554,77302.42037,50521.52327,50617.64169,58892.58009,38505.73998,52434.50263,39721.14836,44558.85199,41433.76775,38682.78912,39038.9868,37908.7277,32144.33257,48082.83567,49605.82286,44923.22314,55282.35755,55257.38543,63189.77538,51400.52285,34115.25502,49983.59795,54974.70655,50516.01644,45635.40824,55429.45438,39643.03645,44287.78446,45429.02132,48354.29019,44705.01362,46631.52001,45155.23077,39559.37263,41493.28169,35268.64318,38489.4205
34,49077.48317,36667.95817,38719.5622,45401.15464,36602.43206,32797.86601,37655.19214,41207.91796,32727.31811,41473.84255,52012.62048,47724.47016,57426.4541,39029.1065,48602.97661,43371.28424,47215.66402,67184.68186,55280.47582,53118.43108,42589.03258,43904.96068,35440.17099,62106.77423,55256.9276,37714.15625,30057.82043,37072.94395,38234.0006,40644.01581,42387.49883,40474.23197,41954.55682,42654.03577,42742.84956,91364.09489,45265.83684,72761.98149,68310.24297,67982.62212,76053.7908,72973.92878,51029.92592,56059.62273,64901.31213,72825.901,50182.65797,48437.34728,59243.82999,37929.14659,50263.82714,31315.32543,39694.21428,42342.79351,37596.83511,37720.5244,36382.52142,31340.86138,45986.81357,49605.82987,46385.90951,55342.55307,52843.38467,71564.72234,52533.7942,35423.43391,47538.23977,58947.39023,50933.90077,44459.68199,55256.69069,42032.33186,43924.17922,45419.86254,44860.92447,44705.01355,50631.23355,47251.24684,39048.72748,43056.81036,36406.89942,37435.62078
35,40843.65012,33956.66057,39068.89655,44783.40805,37683.10953,33888.69743,33893.18659,38427.04657,35397.17246,41818.04979,51988.10373,46830.22954,58470.8929,37212.20201,47062.98218,41819.46098,48544.68421,69729.9544,47945.19991,58310.02326,44786.04789,40632.46185,37785.42244,64307.59376,52723.55397,40295.79441,31680.95709,37654.35888,38177.17996,40479.05022,41652.25987,39988.0206,41936.17188,42466.77282,41697.07426,87344.92566,49989.79587,72761.97496,68275.50865,64952.23303,73403.12211,60347.30803,51005.40916,56835.20469,62056.21196,68747.50413,51317.61861,49091.12606,59607.44217,40254.16408,53087.16175,37079.3847,41528.33634,40889.26534,37814.8662,34421.3159,40352.54185,27921.02751,46370.89695,49801.79526,46736.93339,53876.66599,51752.55383,72266.97787,53634.24362,36085.44444,48156.25623,57924.35985,54234.34666,45441.04291,59632.15336,42032.33729,45368.31959,45559.60013,46324.92787,42706.41484,43008.2333,46878.47585,40479.50436,42926.61311,35163.38917,38350.06361
36,41215.7348,34290.96618,41094.02684,44154.60183,40883.9614,35556.49575,35861.49325,41895.89989,33885.68027,42588.28654,50975.20909,46396.98903,54205.04692,38155.08437,44103.31588,46449.02346,48065.95045,61083.3351,36928.89896,56491.97293,43403.73192,42950.50728,40491.52121,62125.93046,51712.34786,39989.39688,30960.60324,37646.34675,37614.73757,38398.06185,42296.10681,42533.30271,39193.4414,42275.57506,40961.15156,79943.99764,51807.85168,75320.75355,72409.709,61316.12474,73005.00609,58186.11649,47846.34551,56046.49746,56336.83755,61906.42484,54042.97387,49509.01077,59244.0518,38991.84668,51674.79092,40604.18558,36305.10136,41616.02667,38780.64901,34784.93454,43069.89242,27743.53781,60699.89464,50098.53029,44102.8684,54591.98562,52843.38502,61802.38068,52429.43058,36999.88746,42592.39169,57489.75871,52427.74016,47259.10104,61065.65227,43147.55239,45568.76619,44832.82952,46288.59022,43196.62118,47622.70636,47598.79157,41561.40241,44006.37806,36428.00781,39446.54198
37,42890.22541,40892.30642,40202.30303,43569.37449,47833.64238,35119.9893,39598.60696,47122.4256,35433.2739,37733.2605,51338.58881,45433.87409,49605.83078,39029.11406,46964.87522,49578.01923,45795.2634,53595.14501,30291.49816,50128.33143,43403.73141,42950.50676,39393.16693,60684.30196,51058.83798,40559.87798,35419.40718,36737.59052,37557.9197,38761.67596,41115.11365,44129.73796,37600.20872,39131.53698,39090.54609,87575.02156,59984.77418,81339.11147,70260.82763,65277.89576,66464.13848,57822.74101,49919.18587,53878.35584,55027.33499,60205.45096,54818.54268,52483.7085,59652.32411,39204.83169,53869.98387,47610.97849,37082.15743,41062.14027,37868.00499,34706.05083,41223.72863,28236.12649,62795.91923,49383.58756,44102.86851,55161.36495,53184.54266,50712.25853,48137.09862,37544.95337,44393.52827,53004.95203,46140.99878,44941.4626,66870.83637,38658.78458,43278.0116,44271.03689,50131.29502,42969.12926,39809.39526,44789.06497,42787.43928,42831.56199,37078.22052,40509.04388
38,44699.11754,39311.2717,39503.62974,43232.87237,46252.237,37656.10777,39808.20119,54926.51887,34114.79873,34954.39318,50248.45053,44409.43831,44200.81536,48738.52992,45428.69833,48917.23365,43750.86383,51038.42049,33571.09735,49969.68721,41381.38563,44532.66946,37652.84607,60230.16511,52876.89658,37899.35642,35062.88991,35343.36079,37265.40652,36830.61608,40916.06388,42320.83705,37094.58928,39318.79192,39602.61796,78490.4787,53443.90798,73683.76737,69326.45708,68308.2847,64922.77185,70166.20468,49943.70384,53816.47518,54977.28503,62879.93629,52672.37353,51029.26953,60015.92769,37201.73649,50706.57812,39436.49967,31432.52895,41572.78812,38740.11414,35169.05497,40271.6927,30582.8805,49317.27266,48011.9041,43053.17276,57952.47865,50628.96722,43451.48195,44864.60472,36954.47866,39328.90023,53289.31314,42981.9494,43424.59471,60702.97982,38843.60219,39087.44453,42325.25997,46859.54859,43514.20634,39801.37457,45889.05724,41198.02133,42025.2257,38114.66816,40309.99411
39,43108.69811,40723.64973,39282.01157,42604.06796,44959.69565,35810.81785,35838.17974,41776.53048,35512.14209,31071.87539,50510.07037,43515.19641,42803.47561,56380.324,44370.98868,42164.89345,44468.46245,44369.35431,37251.33191,51460.48665,43477.40962,42506.24945,37652.83985,57752.68403,50516.11771,36331.01812,36662.78507,33355.83477,35654.4218,38196.21372,44144.96935,41441.85974,37452.28786,40036.85139,35809.55806,71222.84408,62534.18134,72941.89793,69886.41519,70126.33365,64337.73591,68633.44631,50171.20101,50182.6513,55619.61052,61851.7443,53955.8843,48864.6992,59652.55207,35732.04407,46457.72021,36435.83019,42333.97814,39264.31221,39228.50096,34732.72229,36827.12668,30225.1842,52551.07191,47658.81571,43089.51485,62306.76242,50617.52308,44555.83912,42419.25312,34047.42769,47334.74553,47777.45202,47332.22989,40441.70551,57438.83486,36331.04061,37169.99247,39999.62107,45078.97024,41932.80569,36175.56133,45205.07203,39187.75159,41660.85158,35411.75333,41244.56172
40,40179.30389,32639.09922,36365.9645,42421.88257,37169.42756,36901.64692,40180.12793,41790.05677,31519.18701,36024.27526,49835.91531,43387.47837,47804.52008,59150.41993,38713.04878,43595.67798,43632.6937,35761.2948,37616.50026,33045.92348,41524.60793,42506.25462,40378.5058,53517.06926,45508.40163,34584.33901,30916.28091,33320.06699,34043.43354,38465.16611,44871.72881,41426.82921,37679.91402,40486.29453,37062.41885,65124.25362,58161.69549,72832.19904,74619.36726,68346.49662,68322.95047,59548.89568,47347.20588,50600.53037,56359.65702,61488.35757,54926.99667,47731.4235,58835.18587,36087.18368,46796.58566,35530.04988,36406.11879,37696.64149,39337.82855,34634.11762,33818.52248,28440.0491,46235.14461,47269.39738,45313.25097,59481.99753,55610.70233,48010.14057,44923.11097,32928.24501,44495.63351,48707.45678,53201.08685,42522.69339,51997.26576,33536.34028,39239.12644,41297.79235,43324.26376,40201.15256,44703.96281,45441.72608,37961.71844,41481.83981,34412.21036,40003.48003
