Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
24,65508.0944,61479.18088,63669.60744,72905.46,62937.77,59277.56198,55295.42812,62994.64289,53532.09483,55318.72854,80298.15264,73416.59118,91723.94883,61048.13543,63631.87877,84042.91846,80704.41644,93636.79489,70518.20931,66862.24377,68536.1194,73415.93452,63642.39242,93533.02228,87546.51191,47102.52931,41678.7934,45037.7412,48243.59406,52330.6533,49198.3493,55967.45944,49967.3694,55170.69393,47212.89299,108022.4465,75562.09465,113916.1663,97601.22683,107378.4081,108023.7255,110541.8181,77416.34337,95073.12071,96818.87587,101255.6288,66169.00152,65663.37643,72656.73512,57856.71719,68548.59712,66514.7078,58572.10682,65425.17637,61971.29841,56386.42349,62379.78756,48137.75509,84368.48428,67759.9439,61684.61155,70086.34536,79979.4814,90731.29363,66168.68355,47621.30377,78886.63056,79232.62122,74129.88221,66153.86413,101573.0653,61555.76007,68317.06928,96582.23146,65095.92152,64331.16632,79904.83297,76984.52545,55694.31985,57074.97909,43033.79091,52171.56484
25,69975.67094,61824.93989,60377.02694,73360.73,62887.18831,59992.94942,57083.89636,61531.56346,54259.31641,53511.8572,80298.1524,73812.97933,95596.7203,62501.66631,67223.37033,76022.53266,80349.71159,92890.56779,65081.21678,61048.13818,69071.01462,73903.9778,63498.36822,94248.41239,92158.11469,47197.26778,44949.2305,46039.28595,48619.68894,49785.37917,54639.23402,54483.03225,49161.58774,54836.37897,48747.11389,106352.1917,81151.48296,113265.3779,99929.99646,102869.3517,108592.4609,113192.334,78143.10693,94539.72327,98252.71302,104547.0091,65442.24131,62762.61746,73360.13999,53979.82041,67833.21097,68346.5022,63352.16134,64711.68987,60028.06309,56732.18251,65292.7787,54692.8166,89804.32703,66518.02774,58893.48648,74833.66299,82559.92579,84292.79855,65827.43908,47978.99765,83777.34331,78564.00685,75946.79575,68152.95967,102288.4567,56452.16508,66158.91475,93787.53376,66912.83544,62514.25642,78888.19742,77342.11786,56377.97109,55676.501,42906.07474,51474.79887
26,74963.64595,58753.02749,59661.63931,73617.11333,59249.79533,61037.39073,56749.57731,66395.51914,54677.20208,52082.84557,79225.07278,73876.08244,96633.00286,68315.77142,70844.13608,73113.64615,77061.64551,90156.4518,69435.9139,63475.87822,69056.13132,70410.60459,61244.27396,96682.04123,93479.87152,49701.13157,42169.68667,46029.43614,48528.22653,48779.44355,55057.11969,54592.05026,51257.60277,58354.26583,50978.66303,104954.8426,91537.97299,115704.6418,101933.3726,100512.1473,109184.088,117555.6604,78853.84598,91436.08411,100412.623,103499.0021,64726.85302,62762.6186,72981.6508,54053.1512,72325.75431,66172.5108,58736.98718,64331.8545,59670.36831,55301.40828,62932.68248,55132.00576,85274.67166,69867.36613,61447.39484,78327.0294,80725.83958,80266.0282,66054.77351,51319.28911,85663.10644,75913.33558,80670.75635,70093.55198,105682.7996,57814.57955,64728.14139,93284.64701,67616.24038,64681.95607,73797.64419,84138.30732,57031.40881,57740.85876,43623.67546,53518.99544
27,77166.66442,57014.01178,63019.60478,73486.76,65688.30403,59632.99784,61852.03683,59127.88688,54234.80072,51356.08483,79225.06572,73860.74479,93017.49565,71216.53479,73481.07041,73775.54926,77005.20222,91453.87532,65517.72952,58751.91395,69041.92999,69690.13008,61832.61738,95934.67635,96731.30729,51070.02745,40842.96006,46268.3058,49270.37135,46990.68461,56427.7075,56442.40197,52779.8421,57309.83012,49561.46785,106359.342,85859.47212,117770.6203,103045.2614,102511.6565,108468.6999,119651.6783,82032.68557,90399.80198,102159.31,105856.2123,68076.19464,63112.4944,71562.85787,55791.04578,73780.20388,63606.6971,64189.16944,61788.1808,59315.39487,56430.45991,68867.83734,54868.8565,88545.11404,70915.37492,61433.65819,79594.02653,80252.5442,89700.22025,67102.78427,49570.68975,83867.57944,76004.62035,89775.89994,69964.34309,103482.3636,53814.86774,66531.78143,89791.28307,72396.62403,66503.94807,76278.14253,82122.49021,58720.24823,61376.96091,44114.24189,55297.33823
28,73673.30309,59211.92294,66667.16101,73016.38,62417.86518,59633.00104,57898.99572,57014.02035,53283.30427,52948.34331,79931.998,74537.43653,89618.02253,72321.55761,72434.85031,74145.22749,75258.52144,88910.20698,72771.6293,59491.50123,67966.12721,66698.22232,62703.40364,96255.57353,96015.92044,54609.10754,40852.11754,46956.93744,49536.60313,48808.73478,54914.42748,56380.51703,53585.61914,59041.49933,49588.22668,111550.3886,80960.07215,117076.0527,101248.9586,107747.4792,107899.9618,120836.7122,82679.22338,88218.13265,102179.9138,106562.0313,69908.66244,64224.7811,72042.55022,56822.84257,71617.57845,57050.93661,62467.88215,58583.48164,61497.06598,56430.46526,63092.93301,49791.83435,82004.24245,71800.20455,65067.47564,75562.09598,80959.47648,86611.32371,71093.87466,50583.58661,79960.0087,76673.23259,89349.35208,67845.03912,104073.9854,54563.76882,66174.08939,88130.68565,74229.55603,64336.01489,78367.86036,80253.90824,59069.58909,64596.21152,44114.24105,56278.46634
29,71508.1252,58790.46443,66881.09686,72061.32333,59014.94297,57886.31275,56530.10402,54961.57116,52411.28797,55743.0368,81362.76897,73838.76591,89654.82474,64769.56203,72813.7991,75220.03057,76728.52951,89981.57497,71408.84509,57744.8143,65450.28082,66168.38815,63517.01797,95252.71896,97063.93691,55605.28362,44488.22403,46966.78402,50640.9615,49960.11358,53340.56823,55919.26692,56515.71841,60973.73322,48217.64068,114375.1272,73099.98802,113417.0537,102551.002,110430.1818,107150.3093,120126.7661,83769.36855,88473.56465,98201.95023,110831.4418,71339.44287,64224.78461,73461.34484,56022.74946,70269.06474,54155.32693,58834.77372,58960.5952,63626.78132,58550.24755,62019.84911,47990.23376,82487.66485,70282.65648,66135.48297,73466.07409,80561.36776,89156.59562,71865.71386,48314.21957,78836.4082,85031.01195,89956.07568,69048.48048,91912.3731,58173.07586,67604.85862,83926.91858,74252.91375,62200.61393,75445.69662,74565.53377,59081.49484,61816.53832,44816.90445,57095.82486
30,69412.10189,58790.46915,62048.22532,72100.02,51145.65619,57097.59813,51098.08255,53336.77163,53149.50055,52118.373,82349.82569,74644.43774,89654.8272,61780.9543,75994.63528,73510.11794,77532.47829,91208.82365,82139.68337,64077.79551,65455.36386,66173.47119,64717.146,94036.8384,92248.37526,55593.83904,43408.46622,47620.87047,50998.65743,47541.7965,53425.06663,55561.57513,57538.75303,55523.00241,48554.99132,118814.1169,74092.69525,116910.4264,103777.4255,109025.6837,108809.1828,123069.0697,81354.06582,89904.34423,93243.06556,110854.3312,69807.01127,65672.01754,75278.2527,58943.998,68963.37484,58879.29456,62042.21535,59962.89599,61424.34778,58512.03248,56096.14251,47389.97264,80307.37437,70162.45289,67039.47344,70945.75706,80561.36765,88429.82528,76705.60922,50549.04083,80210.74157,86029.87528,86925.09327,70995.74955,96658.08499,64354.45562,67961.93977,88684.3329,73782.53259,61482.50374,90539.03811,75150.56986,56721.40048,59673.0961,47277.29145,57822.58903
31,69164.6532,56258.25076,62411.8339,71751.52,57685.92235,53805.02054,53194.10249,60904.80291,53010.16154,52690.68104,82269.71484,75058.58026,87035.35897,59949.16783,72358.53124,72074.87084,77816.95377,91572.20259,74173.10897,61600.31502,68000.64264,68710.10844,60356.56507,93000.55117,91496.18571,51933.50176,46748.75683,48363.02195,52103.01259,47541.79308,55323.86975,55550.1301,58611.83333,50282.94498,51416.53987,125346.7164,75149.38867,116685.6547,105287.4644,119456.5083,109377.9163,121050.4256,81354.0653,91583.12681,89606.95605,109449.8382,67258.54513,66390.60344,75912.06545,59301.68879,70780.28787,68000.60988,66926.91994,63539.84083,61424.34582,60957.39297,57524.20381,44458.40188,83230.45793,70904.1027,68129.01144,72450.73039,84058.20125,94155.94298,76689.58332,48534.60296,85178.04848,86503.17612,91932.81045,70611.19392,90821.08725,61061.87802,70108.10769,87520.17445,69791.44587,63650.43734,90244.8413,73866.8659,56779.24416,56761.49436,48453.01899,59915.03263
32,73113.29063,55213.8175,63254.52442,71402.18333,58185.36025,55551.70619,56055.65458,60892.89828,51269.1058,52051.76067,83700.50015,76041.72913,83505.19618,66168.67956,71267.70654,73465.22736,77073.71221,87234.35531,78790.07205,59556.1282,68555.55268,70986.62874,57086.24015,90859.37658,90797.50629,50536.16026,45784.88397,49090.24815,52103.01172,49566.11085,60089.15118,58802.4994,55392.58891,47376.50243,52847.31545,132618.9291,81612.12793,119693.8665,104938.123,119153.8972,108309.5119,121732.903,81371.23752,89509.64124,88152.51148,105180.422,70835.48693,65818.97155,76310.17934,59744.08752,69033.6009,69442.68681,71904.76936,63526.10414,56755.00042,62411.83532,55767.94379,44939.29907,83783.32232,71373.64,66688.75511,76293.44208,89423.61741,93408.12277,74856.64616,49552.04104,82320.24413,84289.43913,86567.39367,68864.51516,98254.08793,58154.82018,68303.18075,88573.5525,69791.44332,67942.77351,90971.59766,72830.59068,56403.95192,61287.857,49930.64544,58064.68416
33,72279.52952,58152.53609,63254.525,69932.71,56359.90084,54835.92821,56804.86553,66883.35743,50904.74656,57180.53167,82269.72436,75343.05485,82363.28131,67723.78562,68086.86915,69971.85628,75912.06677,88153.27553,76374.77565,61523.45142,67679.6856,69913.54542,59244.39185,90501.67524,90907.19157,51274.82134,46001.00353,49572.97266,53099.18947,52857.09527,61809.18204,57673.44632,56847.03275,54656.72859,54650.34413,133762.1823,86417.96269,114453.8079,101166.4231,120581.2838,106650.6386,116282.1677,83428.84196,88562.28426,88939.43289,104067.3881,69392.73033,64371.74085,75598.98132,58769.19648,69942.8982,67831.08936,67363.38664,62535.93957,57481.76472,60255.52065,58547.61596,45175.94962,84840.01144,71010.02749,70182.12359,75450.73951,86260.80798,93790.9682,73418.4623,49612.22654,78385.61195,82472.52962,83073.67928,65592.01471,92799.93265,54507.26904,66013.24834,84484.75372,65806.83246,67942.77126,61769.53325,73228.70235,56336.30898,61287.85485,49514.66496,56611.16187
34,75186.58023,54995.16165,61072.8623,68832.76333,50584.96187,54520.12151,56106.19579,59315.32645,51952.01639,62915.6241,82269.72422,73525.00173,88598.25432,64089.96863,70617.94672,69795.50844,74821.91831,87789.90009,81471.06297,80363.41414,65134.40799,67718.14563,64131.52938,90143.97688,87413.82599,53142.76762,42651.55041,49123.81854,53517.07381,53220.71155,60346.10476,57389.07983,56054.74809,57869.30732,53159.3868,121323.1504,83907.7444,113584.6743,101865.0991,101065.9086,106439.6038,119977.3287,81640.36632,87886.81642,93473.85098,102756.9778,72367.92485,63653.15532,75314.50733,59126.89254,67784.74698,54349.19076,58988.8938,62163.6936,56742.18382,55391.55833,54911.50824,43439.77765,89433.58779,71828.90659,65470.21496,73617.11684,82683.86338,101402.9746,74808.81801,50927.98723,72691.54538,83077.30438,79185.8196,64699.42928,95728.04474,60303.70622,64202.6309,84484.75357,65806.83234,68846.7577,55982.92734,73108.49571,55245.47314,62378.68456,50873.45028,55257.38778
35,68898.51336,55247.33675,59531.49467,67784.75,54996.12429,52773.43766,51454.48985,57409.95177,54147.20665,60676.96214,79834.13984,71722.97228,91055.33655,57452.57311,68444.90787,67771.34357,73140.09978,88511.10735,67781.38636,86801.90848,68928.27475,66320.79876,65889.57014,91569.76346,86124.65941,54595.12723,44623.27929,49494.56183,53934.95992,52574.42626,56439.29254,55700.23551,56412.44387,57914.19739,53801.45199,124202.7315,79231.8835,112417.4068,100118.4184,100474.2912,106417.8563,105442.0571,79079.51716,89686.55259,92331.94024,103414.323,72766.03479,64368.54299,75379.36522,59126.89439,70879.94443,60163.29853,70888.88107,60033.98513,58504.46706,51235.27579,61307.03409,40461.60537,85893.44451,71479.57708,65842.46311,70708.78064,83167.28962,99460.32887,74082.05964,50647.37589,74873.21683,82378.62524,86124.81238,63809.17611,94733.54581,61450.11612,64216.37315,82320.25561,63279.61141,65483.74869,81056.2757,71778.31473,58174.6697,61330.66844,51315.85281,55242.35989
36,66004.50882,54906.09883,61721.79501,66900.52333,55654.88301,53489.21799,53600.66081,62855.60289,53797.87154,61002.35615,79170.53937,70904.09293,88545.12003,55258.55393,65095.30261,75899.99188,73140.09522,82834.77363,56116.38918,85785.26366,69976.29049,67751.58248,63104.64578,91927.46891,86469.95821,53503.555,45486.92322,50174.65705,53211.76831,52442.50528,55700.39891,58116.30156,54219.33698,56084.70709,53816.47709,121552.2699,81973.3988,112075.2225,103054.357,91020.41505,105232.7587,106203.8122,75275.22794,86052.74006,88397.31001,98709.5952,75662.32074,64923.1915,76090.5659,59019.58953,69271.97119,62608.65246,68237.6762,61722.82709,57118.57871,51198.93071,59560.35354,44086.27293,93229.52055,71458.62783,58549.9573,71551.48571,82753.14643,90015.08942,71728.35487,51005.06762,72940.98207,84212.70252,84634.51255,65993.55882,96048.70887,68370.16306,65059.07822,79904.95491,65447.31973,65128.7784,84690.10404,71051.55511,60602.4101,61688.3626,51059.9221,56746.45933
37,66350.22276,60629.21566,61721.79205,66168.68,60340.28962,53078.26028,60806.38544,64359.07144,52818.40546,54108.63588,77918.6134,70519.53217,79770.33395,66160.00321,65621.86768,72849.57304,70610.16059,79564.33107,56116.39207,71767.47543,68421.17747,67765.32323,55419.24171,91315.06798,84634.71073,54569.17839,46690.21004,49872.6546,52793.88665,52078.89052,53586.53355,60230.16587,54961.57527,53580.84107,54234.35634,124559.2172,91057.94369,112672.3863,100313.178,85926.78044,102194.1914,92969.11858,73525.45117,82524.44082,82720.97885,94902.40442,78107.67354,66717.95722,76391.06249,57515.48545,72848.91215,68059.38462,65703.84883,61593.62112,56709.48133,50301.61222,58846.6599,45594.9529,86803.01153,69362.6073,62172.33357,73368.39894,82753.1493,77977.38473,66704.18204,50306.39974,77319.87665,75972.10274,80685.87414,61815.08867,99796.75408,61457.98086,61800.09547,77489.6602,65447.32408,63147.69764,83590.63756,69233.49954,63382.09071,60597.52895,51434.28904,57052.2237
38,66153.005,64010.86348,57914.19705,65614.03333,55202.36605,54824.93754,66510.70447,74639.39585,52878.58806,53087.17231,76464.16777,70134.97303,74404.91294,73146.73775,65120.4116,68045.25082,68863.47257,76747.09815,64839.77084,70866.5432,64430.09406,66170.75854,54090.43282,91083.10924,83129.18612,51371.81129,46690.20674,49491.60909,53016.97635,49925.56642,57129.95799,58425.63835,56750.04195,52763.46946,53234.59152,113815.7999,84876.55534,107218.2234,100749.4615,86495.51322,101852.3341,104318.0423,74268.24525,81400.84167,82027.67015,93790.51637,74851.20547,65236.60315,76342.23049,58538.51338,69573.21791,57167.09838,56359.66648,61906.42547,55994.17416,51680.1099,54845.88423,48197.02252,88233.78682,66683.84212,66147.39624,76945.34221,76212.27806,63311.91292,61991.66601,49652.31446,75122.40979,75614.08765,77797.12868,62891.49859,98491.70779,59584.80944,60345.64967,74203.43229,64588.17216,63990.39567,49989.19098,70146.42343,62269.81014,57837.7641,49968.3927,58917.59977
39,65049.80749,62112.05793,55348.38088,65264.69667,57298.39429,53371.40535,61817.20241,65566.75609,51774.22758,50505.53644,76054.69173,68316.91591,76221.82522,81781.97545,65819.34722,64807.31704,67444.68152,76700.31804,71766.16741,73394.19504,61286.06091,61447.40276,55432.60255,89046.62704,80238.61435,50188.42382,46553.32714,48831.49522,53459.37533,50701.14006,64050.22748,58554.84875,57538.75843,54267.57257,52870.22751,115270.2393,87972.03582,106649.4955,99796.75554,89980.6192,103606.1623,103731.3818,74268.24409,79599.95054,80637.30062,94724.3192,73028.00047,62877.63243,76358.24782,54246.17673,68525.20581,58913.78797,56723.27272,59842.06768,57380.0571,52418.32134,53099.20065,42754.30082,90508.68375,67053.52027,70510.72119,79823.3457,79073.83514,78188.41943,62513.11683,46439.73837,81704.67034,71593.42744,84357.68856,58877.84128,95341.32229,52380.39107,57814.10716,71259.60989,63168.15659,63275.00307,68543.63633,68402.18304,60523.12047,58068.41202,48179.91619,59505.9475
40,61033.93632,62325.99062,53530.33069,65264.69667,65184.12196,55915.08149,59660.26875,67981.47589,48906.62774,53621.77311,77306.61381,67773.66797,82835.55784,73671.64932,60647.83364,69815.04587,69611.23079,66889.01168,66526.12091,54979.63187,59205.06548,60706.90029,59696.76097,82505.14582,78488.83913,50170.80183,46803.56699,48509.57117,52344.71491,51150.29435,69920.40319,61806.40445,56796.52017,56771.436,54199.02944,113523.5513,75267.40656,107840.8026,99796.75621,86729.06873,104856.2581,104809.4494,74359.9042,82015.24334,80948.21659,98095.23451,69827.14658,61437.84142,75944.11405,54257.6227,67106.4189,58629.41724,65086.32225,57050.94314,56408.94901,56432.91589,50831.28852,42038.91631,97650.58588,66515.32273,76654.75565,75304.69392,81940.37095,84626.92446,62163.23945,45278.28299,69785.14439,77411.20665,90053.00468,61774.8999,83179.71175,49634.82983,65833.82504,71586.22153,61705.07444,63625.33127,77270.29874,69835.68076,60666.87885,60120.87049,45988.64321,60553.95947
