Year,Agriculture - Agricultural Economics,Agriculture - Animal Sciences,Agriculture - General Agriculture ,ALL MAJORS,Arts - Art History and Criticism,Arts - Commercial Art and Graphic Design,Arts - Drama and Theater Arts,"Arts - Film, Video and Photographic Arts",Arts - Fine and Studio Arts,Arts - Music,Business - Accounting and Actuarial Science,Business - Business Management and Administration,Business - Finance,Business - Hospitality Management,Business - Human Resources and Personnel Management,Business - International Business and Business Economics,Business - Marketing and Marketing Research,Business - Operations and Logistics,Communications and Journalism - Advertising and Public Relations,Communications and Journalism - Communication Technologies,Communications and Journalism - Communications,Communications and Journalism - Journalism,Communications and Journalism - Mass Media,Computer Science and Mathematics - Computer Science,Computer Science and Mathematics - Mathematics and Statistics,Education - Art and Music Education,Education - Early Childhood Education,Education - Elementary Education,Education - General Education,Education - Language and Drama Education,Education - Math and Science Teacher Education,Education - Physical and Health Education Teaching,Education - Secondary Teacher Education,Education - Social Science or History Teacher Education,Education - Special Needs Education,Engineering - Aerospace Engineering,"Engineering - Biological, Biomedical, and Environmental Engineering",Engineering - Chemical Engineering,Engineering - Civil Engineering,Engineering - Computer Engineering,Engineering - Electrical Engineering,Engineering - Energy and Extraction Engineering,Engineering - Engineering Technologies,Engineering - General Engineering,Engineering - Industrial and Manufacturing Engineering,Engineering - Mechanical Engineering,Health - Health and Medical Administration,Health - Medical Technologies and Assistance,Health - Nursing,"Health - Physical Fitness, Nutrition, and Sports Studies",Health - Treatment Therapy Professions,"Humanities - Area, Ethnic, and Civilization Studies",Humanities - Composition and Speech,Humanities - English Language and Literature,Humanities - Liberal Arts,Humanities - Linguistics and Foreign Languages,Humanities - Philosophy and Religious Studies,Humanities - Theology and Religious Vocations,Life Sciences - Biochemistry and Molecular Biology,Life Sciences - Biology,"Life Sciences - Botany, Ecology, and Zoology","Life Sciences - Microbiology, Physiology, Genetics, and Neuroscience",Miscellaneous - Architecture,Miscellaneous - Construction Services,Miscellaneous - Environment and Natural Resources,Miscellaneous - Family and Consumer Sciences,Miscellaneous - Production and Transportation Technologies,Physical Sciences - Chemistry,Physical Sciences - Earth and Other Physical Sciences,Physical Sciences - Multidisciplinary Science,Physical Sciences - Physics,Social Sciences - Anthropology and Archeology,Social Sciences - Criminology and Criminal Justice,Social Sciences - Economics,Social Sciences - Geography,Social Sciences - History,Social Sciences - International Relations,Social Sciences - Political Science and Government,Social Sciences - Psychology,Social Sciences - Public Administration and Policy,Social Sciences - Social Work,Social Sciences - Sociology
24,100154.4463,90382.04738,89970.2015,108438.6567,106345.9924,87747.38084,78676.3732,94694.84593,82027.66485,78835.11812,120304.062,107207.89,141481.4133,96337.38556,93793.02456,130901.6204,118350.0414,121972.2996,106547.7348,112547.7279,106709.8865,105224.396,85475.52963,123577.2827,127734.0778,64929.09454,54870.64295,55597.41212,66326.44399,63550.92022,62036.40085,77245.5475,65813.06062,68229.60465,60590.95867,143660.0509,118449.8782,154137.973,130106.5279,152190.0639,137256.1718,140937.9969,104469.6636,127235.1354,125003.3324,130601.4234,88743.27681,82239.13402,87379.72899,83874.05458,87430.06959,128639.3422,75513.94033,99343.54451,90439.4898,94065.4854,110291.1504,73449.3646,122907.1459,99979.01685,96328.19638,112998.3783,110285.9708,157317.2432,91976.94043,69263.19147,111412.3062,108664.4105,108125.445,96499.70206,136214.5423,96840.64277,94903.38916,151505.8499,94319.41156,100686.9135,114195.1925,112777.9479,85586.26251,91252.4978,57845.34254,74434.60454
25,103204.2872,89638.80166,87938.38672,109007.3922,93971.5946,90797.51434,84271.12604,91449.40301,82044.82822,76668.33004,122031.1836,108492.0177,149083.4233,96316.78156,92319.11378,114207.5769,119923.9422,120372.4156,93060.32371,90350.30387,104102.371,107791.4192,89218.01965,125176.3598,128460.8448,62785.64558,59244.27815,57063.06572,65256.0789,60808.05649,68369.50622,76581.95254,64731.33725,73666.59556,62420.45967,150103.9845,121458.0862,154740.4703,131923.4382,150404.0614,138653.5188,149301.048,108933.0908,128809.0362,130847.2074,135920.6408,88138.50588,79279.16597,88198.09868,77845.04102,89046.8545,122580.3149,90537.11033,100475.7068,94016.43619,86014.9733,113924.9643,79174.77427,131294.691,96485.64979,96865.48182,111039.4482,108467.9182,147840.0586,91278.26396,67608.1657,116355.4289,112599.044,116158.6957,101943.28,136709.4384,92648.59756,95649.61259,153454.5395,98702.42335,100528.8849,135155.4066,115816.514,86706.1254,87834.71305,57425.76207,74268.25081
26,113577.4218,84162.1095,87938.38712,109014.5388,86654.92494,93816.08498,83231.36974,93953.26442,82471.37783,80576.39218,125393.0342,108878.5198,145598.9915,101198.7754,98859.98744,106522.1669,116088.3829,115604.1691,95855.01711,94115.88568,104102.3682,108360.1523,87593.78892,128127.6937,126585.4887,63279.00887,56710.68034,57380.74249,65256.07592,61550.31027,67656.01817,78762.24134,64717.59972,80653.33547,62921.9168,133716.3201,125321.7308,155435.1797,132683.3952,145164.0094,140863.1147,155613.0704,109501.8238,126990.9856,134513.9296,135618.5461,87490.90886,81714.75261,88943.63834,82140.75966,91398.30064,118352.5859,100034.0641,103054.364,89238.42088,86014.96768,106657.3266,79174.77488,124049.9443,106398.1144,91246.14967,99744.33196,109558.7471,126888.7893,92351.34587,70469.11186,121809.5865,111600.6676,115281.1457,105577.0939,132142.7257,93355.66669,92751.25276,153484.2976,95610.61692,105366.0874,136732.8381,123084.1475,86348.42998,86012.44262,58399.973,77886.04261
27,112380.5715,79955.80029,96459.88817,109014.5389,87939.57765,96134.47811,92434.13486,88622.58194,80704.40352,76713.60654,125756.6433,109423.93,141779.5612,97468.76118,103223.311,111976.3298,117255.6487,120377.9557,87820.26544,90406.47428,105506.8675,106878.6597,91862.76794,124668.1458,128016.6532,64732.53548,54905.22044,57085.00444,65269.80964,62265.70403,65577.62087,79235.54043,66163.41552,78606.15107,59640.79014,136511.0142,115159.6286,153981.6521,133394.3149,145192.6221,137378.6828,182440.1583,110380.9319,123488.6777,131606.8782,138176.1361,87133.21259,86256.12374,88320.55409,85031.33489,92016.39506,120887.321,108261.0438,99560.99489,89441.95108,82742.46932,107610.039,77707.05309,129053.1925,102979.1996,87592.87192,97946.88072,108719.5909,131951.877,92611.04583,71167.78461,123627.6382,113270.9169,124014.5714,108438.6531,132823.1029,87871.48287,95883.56138,146497.5637,98636.92835,105345.4827,136732.8425,127341.4651,86366.74415,89407.38645,57655.58938,80686.09552
28,113265.3687,90288.51601,99003.56559,108445.8007,90388.30982,93066.03351,87188.71689,79125.62265,81380.54482,82087.66378,125055.7496,109416.7772,135933.1713,101102.5769,108696.9306,119717.342,117604.9876,116014.6317,101246.3924,94059.75402,104458.8517,104724.045,94201.0861,125017.4846,127029.9298,71222.82649,55283.37892,57799.64081,66182.4104,63992.2227,61788.18197,78110.66615,67960.52053,73532.77023,59315.39972,136511.0145,121991.7977,155164.0089,140693.9986,153745.7469,137378.6786,186803.4861,109665.5432,118255.7762,130837.7584,138795.6437,91667.63503,84472.66673,90006.04098,87483.40498,90123.90149,108454.0366,103931.9133,98512.97734,88854.00855,82066.33102,100342.4009,70890.81967,107220.5168,103731.3874,85303.91513,92223.77099,108127.9641,129000.5371,96224.78764,71711.02589,119991.5287,115769.3462,117799.3787,106088.5994,137444.8539,89970.876,94307.59223,145083.6984,100091.3698,102801.8084,128078.5834,123149.4255,87490.34636,94571.85066,59824.44077,85413.03211
29,108468.6921,90987.18697,101303.1095,108089.3132,85678.77323,86884.65318,87535.1597,77036.93887,79165.52536,82341.57917,125187.2636,109030.2774,137726.1149,94842.92186,108005.1524,125524.5591,123419.0947,122571.3521,104034.1912,96262.93898,101908.6972,98789.89431,95504.41947,123944.4075,132379.5007,71428.13512,58498.02983,58208.73378,67095.34104,62174.16221,65045.34406,79523.77768,71230.96002,79401.618,58203.11854,143051.8853,114709.2366,155964.3175,139961.5022,148855.0305,136250.2958,198493.131,115116.273,122205.169,128987.9479,142397.9287,94411.25577,83491.52663,91667.07193,84956.90491,88136.05935,104877.0891,94036.84628,98163.63544,91813.96834,84891.08993,109814.594,68843.63464,116273.2344,100154.4417,90827.94326,100299.6351,109509.5508,124712.6705,97452.03867,66917.23597,119964.056,120419.3694,124042.3486,104089.0898,128329.3992,87100.16294,95059.78152,137988.04,99727.75637,99657.77449,153754.7809,121464.0288,87853.02649,95270.52161,61771.7075,85067.74141
30,102995.0771,92786.92814,93838.30619,108089.3102,81569.37283,83593.83916,76510.12706,83234.11447,79185.81315,83389.59041,126614.2427,109030.2799,144504.0812,99034.96853,111979.466,126251.7757,130251.2699,126160.6151,122123.0649,103629.0543,97763.01935,99153.50226,96595.85443,124469.4281,126790.1114,69988.3439,57770.80392,59171.48357,68535.13065,59227.34641,71551.48359,77261.99912,72306.67649,81034.66225,60982.78866,141659.5898,123086.1695,159632.484,137462.1077,157910.9606,139734.727,185131.9586,115350.2009,123918.037,128261.1858,142368.1693,95805.23395,81744.84947,95300.88496,86793.26851,88445.30245,98938.36371,86882.95429,98163.63942,89793.5338,89618.02899,106358.0243,69077.0321,114483.7961,101414.1335,93978.33603,102117.6901,112393.721,131760.6872,102665.0435,68935.87488,118873.2201,118261.7427,121463.2553,99759.95415,132765.4517,90404.04721,96430.07455,150520.7499,98154.97131,103314.4803,176281.3793,116009.8634,88216.64064,91875.57648,66149.30273,86884.64967
31,99950.60044,87421.51225,90950.03004,108089.311,80611.89278,82470.23818,80156.66165,90635.05483,78873.28554,83389.58707,130222.1951,109903.626,143078.2537,90331.20602,104707.2544,120669.5355,128302.8492,123978.9482,118514.4285,98922.39674,101264.3457,98035.62024,86677.33171,122521.0074,127776.8355,65286.52488,57756.25423,60495.03093,71199.47872,62134.40108,81577.69647,78403.36218,74509.29513,80307.44009,64365.8173,155214.2429,121268.1153,160238.6007,131268.4144,160356.3234,140821.2225,183845.422,114511.046,131185.6759,127183.6349,139922.8165,94320.94354,84651.90214,95621.78108,85251.31816,88794.64372,111013.9482,88147.00565,99560.99282,90739.17408,91781.15004,99090.38541,63315.22385,123204.9642,104155.3184,98105.49328,107005.0384,118439.5097,138949.1628,103222.4105,69320.44218,124432.5687,113055.5057,129826.3034,98503.94577,129856.5667,89003.32674,98218.54069,142486.0046,95047.65584,104789.7553,172675.0295,120096.7177,89306.7868,86711.1095,66149.29658,87229.71971
32,98497.07163,86364.82034,86736.28564,107377.853,82050.99797,87541.55951,80266.64793,99877.62899,77084.81425,81601.11166,131207.8452,110765.6654,142324.3821,99248.46524,101616.7334,116438.5436,124305.6531,115605.3166,125462.9651,89814.96282,107307.8717,103401.0391,84173.47601,119940.7086,128145.3253,65985.20787,56711.82097,61948.55543,71214.36107,65406.89891,84484.7506,82700.6793,73070.65181,74472.03967,65819.33651,161101.889,135575.8891,155471.0874,134874.7729,160379.3161,139773.2125,172997.6503,110877.2273,127412.8389,121164.1732,136669.8656,96416.96105,84271.12407,96632.99973,81578.85398,87957.73479,106768.3984,89998.64345,96261.45067,87779.2157,90733.14038,89891.93772,62965.88635,113423.5304,101110.839,93672.29265,103996.8301,119487.5192,140737.6387,104499.018,71980.04422,115061.7662,114759.8863,127322.4421,96890.24057,136381.2977,83302.01241,95356.9882,144232.6939,96714.60443,107242.2645,154534.5566,121082.3678,89410.46922,90741.76456,66876.52383,87499.42558
33,101590.5886,91837.28968,86060.14502,105973.3604,76841.00799,85298.09928,81380.01133,111530.4391,77048.03992,84178.23314,126120.4985,110174.043,135872.4724,100400.1308,96215.03724,110257.1606,113896.5319,109399.6673,121347.5673,80707.52721,107840.3359,104128.2559,87170.83734,121057.1852,134092.9896,68151.76133,56700.83296,63345.89985,72667.89536,70142.18056,89139.76264,81310.32516,74540.20791,78885.89732,70311.88143,171926.2805,133426.4114,152437.4744,135557.2598,147541.8356,136317.3941,170262.5736,116008.7098,129193.3355,124115.5037,136669.8637,96416.96487,85394.71712,95405.75336,77925.57698,87048.71724,114453.8094,98225.61493,96020.29206,88142.59414,86653.3128,91357.96146,64186.01101,113457.3468,103428.0935,105476.2115,104458.856,116580.4572,132004.2245,104840.4226,71289.18162,107595.7384,115100.6036,129552.1942,100383.6136,131351.7576,80412.82217,93358.24271,129953.3004,93080.79013,103606.1613,117809.8664,121445.9834,90699.63625,90043.09377,65800.72035,86063.298
34,106593.9925,89380.20607,87363.47476,104746.9289,74642.40662,83551.41319,87917.76001,111600.6647,79459.95466,94380.84804,122559.3992,107903.3482,134798.9116,102563.0187,101107.1535,110948.6816,110285.6035,111217.7172,130257.548,98867.77453,103344.5159,105246.1383,97089.36066,120431.5772,129029.9043,71728.70565,54211.52081,63489.3799,73797.42324,71959.08715,82400.01788,78885.25033,72358.53811,83186.86376,67254.24424,160694.922,132671.7239,157624.049,136296.7895,128180.2953,138025.596,166862.7456,115417.0843,124363.9039,133234.3896,133525.8307,95548.49412,82140.16615,94872.35535,78105.60899,84975.22301,96924.06518,88777.68098,92526.91538,86469.72665,80854.08732,88450.91313,64493.65457,115068.9021,104263.8536,97113.16888,113158.4519,114737.2196,137244.2713,106680.9113,70198.34854,111089.1115,121034.0576,124825.2504,99098.95412,133132.2629,87015.24238,93126.28038,129254.6285,88915.89834,103947.7963,103865.2234,117188.6675,89609.48341,90666.18595,66913.01006,83900.17372
35,102616.2505,89016.82532,88083.84689,103997.9641,79366.36891,78464.06064,88501.08725,102011.1929,80935.34505,94380.85041,119261.9479,106472.5762,131579.5536,89174.58098,100354.9664,109728.9448,108468.6934,111240.615,122617.2366,104318.5029,100686.915,102181.0581,92927.37814,120287.347,129034.9587,72776.71476,54950.19124,64770.78537,73797.41688,73033.43272,80900.3753,76462.43244,76981.70109,79887.38576,67981.01127,171886.2164,124326.5414,171124.9885,134470.9414,137240.0605,136977.581,157099.65,112195.6782,125278.1795,142887.6697,133115.2049,93103.13631,82140.16041,94218.82988,79232.80082,88498.65344,105315.295,95868.40159,92143.60921,89429.68915,76261.88893,95081.41819,59606.52026,126597.0126,107513.6833,106087.7466,108454.4027,119233.4972,142609.6843,102516.0206,72015.25449,125142.8499,117059.7536,126326.192,99910.32704,131347.3428,96334.63767,95584.98381,130257.5329,87490.10689,100313.9847,114307.7741,109216.2836,93348.51281,89092.62041,66334.53633,83248.99676
36,99542.19014,87311.47603,91217.06561,102949.9568,77342.22497,77800.46017,92843.81047,98213.58535,79810.46938,95297.08866,118535.1825,106472.5739,126137.7676,78470.61194,95464.24594,116291.2078,112045.6394,110901.2723,104221.0748,114793.2493,101393.0754,104339.6071,91110.47428,118296.5091,123609.4157,74973.48879,60758.00781,65627.22249,71994.9271,71586.20924,78033.83808,78972.65361,74421.39884,79505.46048,66148.07939,160688.2846,116694.5869,168340.8253,139869.2629,131908.4518,135159.5214,159646.916,104497.6346,123470.2104,135575.7538,129508.8493,92782.23799,82866.92798,94719.3158,80322.94987,88740.73697,87128.07055,100843.2161,92384.77039,86196.028,75614.77686,91208.82824,61042.38157,122276.3026,106650.8708,90043.2826,108926.4561,119575.6888,130735.5987,96356.84068,70873.03874,130790.8327,117082.6553,119078.6132,101337.7195,128756.5989,98879.90616,90624.04502,124405.949,88598.55995,99781.51473,141476.4193,111122.6019,91937.82095,90489.96617,67061.76046,82441.66958
37,101987.5565,88435.07219,93720.93096,101244.6064,81358.88434,75208.03112,95584.99158,94394.55429,75927.62624,87192.48325,117397.4945,106472.5746,122484.3903,95912.95022,94187.63433,108332.0499,112045.6383,108076.5395,89471.80563,94067.44769,97147.51823,105175.375,75014.22234,116329.1561,120836.1329,73900.40639,62070.09394,65134.4092,69792.31105,70323.95491,77383.99793,82044.84089,74758.14432,79931.42963,70496.06625,159161.2197,109426.9507,161365.7842,136338.3468,118454.8664,129874.3733,148153.7399,103661.8713,124040.2208,118486.0501,130844.9025,97872.78613,86484.8691,94719.31783,79959.56564,91873.95849,97799.75204,100843.2159,91706.18537,85722.72592,77432.82699,92992.28093,63596.29438,130538.3624,101788.3403,94633.49871,98916.45608,116982.7298,110312.6774,89792.38215,70145.81447,135555.3269,107655.8323,112897.226,96724.49803,137884.4159,89448.23433,90643.50959,122164.3689,89669.92989,97089.3626,139058.5867,109925.7526,95059.78398,89866.87598,66560.30862,84259.72421
38,100896.7259,88283.12983,89781.30578,99631.23,73727.86816,85753.00215,95636.07146,118291.8007,76638.82176,81827.06524,115217.205,106336.9711,115011.3999,127961.2233,91005.18516,106690.2351,110641.1394,106649.1441,116785.3147,84069.97909,92265.5231,103911.3211,82538.24435,114268.3738,117259.1909,71105.70691,62797.31088,64435.74414,70519.53673,68886.00048,78099.39165,80226.78387,73685.05626,87085.32,69974.61573,149223.5755,100960.5004,154739.1077,138557.5613,103606.1629,133432.8625,199253.8095,103782.2471,124872.6241,112409.7177,129781.5395,97660.17062,86773.70973,93791.4235,79687.61041,89369.24207,94299.23019,109481.3392,93159.71131,81642.89756,80357.97187,93378.55775,64990.06299,116082.2532,97253.8595,92567.52291,105715.9843,106198.3914,82984.1388,86176.55993,70889.06924,123604.7629,107064.2048,109131.8932,96982.67299,136805.8899,85812.12916,87827.11044,114174.7208,96337.37482,99318.67673,114641.8127,109925.7497,93501.04612,89866.87373,64464.28744,86041.09493
39,107019.5254,84061.01958,85577.54303,99197.74049,75617.52483,84043.093,86897.23754,100126.2895,74307.10594,72567.01597,113407.1894,105151.8695,116959.8188,138212.1949,95868.85357,101495.2857,107064.1986,103753.0317,125824.9652,82679.77646,86105.19646,101752.7723,102524.238,112235.6854,119182.4244,67213.42499,60293.44907,63579.31354,70862.20324,69263.34755,85856.64598,80895.3904,82582.26316,86740.01846,67315.00871,167408.2453,118427.3366,153648.2771,135316.5408,108045.1523,133405.3975,194013.7483,107017.4467,117627.8764,117575.4706,128068.6774,94521.15572,83176.66446,93648.62769,81386.79417,87985.23874,103753.0386,94946.06754,97987.34468,87635.13411,79574.30323,95614.89816,58491.37618,130390.0326,97958.64231,100742.7082,112755.6967,113151.315,122805.1608,86431.99679,71631.31215,119241.4356,106336.9773,109399.8845,87875.2378,138873.6476,92463.13953,90404.23742,112720.268,95973.7639,99123.92319,120580.5324,107632.924,92070.26517,88563.43268,63382.08704,87575.64247
40,97249.81589,89924.1547,82841.71301,99540.1168,86631.02833,84888.84375,80579.11009,105971.1091,70320.67724,70912.73311,112316.3692,105987.6276,117661.8636,119588.1075,89344.46711,102118.3672,107768.0803,98163.64115,120282.6261,67408.12117,87228.79358,100916.9996,128302.3807,109763.2779,120501.2653,72700.36716,60054.44754,63344.90409,69969.61541,68564.67004,94240.72926,97701.58687,84013.05072,86012.79758,73875.34745,156168.3638,104981.6034,153045.7768,137029.4042,100772.933,136660.6287,200375.8075,108444.8383,114642.554,113031.454,128459.7689,91347.08691,80286.31821,93648.6289,79998.12979,91562.19216,90523.9442,104030.6111,94479.26306,85563.16198,79574.2994,100156.2853,55893.89135,133518.9994,101032.7046,106469.176,115974.9516,112860.5683,129458.5643,85238.16828,73449.3615,91770.04361,115009.1061,111173.6254,89663.70524,135237.5454,86996.16037,95828.34746,110903.3619,102878.0198,99769.08045,122398.5868,106205.5323,90784.67891,87854.52709,62407.87265,89393.70165
